Births (1-year) 	Last modified: 05 Aug 2025; Methods Protocol: v6 (2017) 

PopName  Year          Female      Male     Total
NLD      2000          100982    105637    206619
NLD      2001           98797    103806    202603
NLD      2002           98349    103734    202083
NLD      2003           97427    102870    200297
NLD      2004           94777     99230    194007
NLD      2005           91572     96338    187910
NLD      2006           90078     94979    185057
NLD      2007           88776     92560    181336
NLD      2008           89796     94838    184634
NLD      2009           90296     94619    184915
NLD      2010           90268     94129    184397
NLD      2011           87707     92353    180060
NLD      2012           85779     90180    175959
NLD      2013           83384     87957    171341
NLD      2014           85671     89510    175181
NLD      2015           83083     87427    170510
NLD      2016           83933     88587    172520
NLD      2017           82677     87159    169836
NLD      2018           82321     86204    168525
NLD      2019           82787     86893    169680
NLD      2020           82184     86497    168681
NLD      2021           87624     91817    179441
NLD      2022           81780     85724    167504
NOR      1846           20156     21372     41528
NOR      1847           20199     21411     41610
NOR      1848           19686     20868     40554
NOR      1849           21424     22709     44133
NOR      1850           20914     22168     43082
NOR      1851           21796     23103     44899
NOR      1852           21466     22753     44219
NOR      1853           22349     23690     46039
NOR      1854           24221     25675     49896
NOR      1855           23999     25439     49438
NOR      1856           23452     24859     48311
NOR      1857           24368     25830     50198
NOR      1858           25083     26588     51671
NOR      1859           26483     28073     54556
NOR      1860           25764     27310     53074
NOR      1861           24051     25495     49546
NOR      1862           25335     26855     52190
NOR      1863           26167     27738     53905
NOR      1864           25805     27353     53158
NOR      1865           26184     27755     53939
NOR      1866           26294     27872     54166
NOR      1867           25052     26555     51607
NOR      1868           24695     26177     50872
NOR      1869           24265     25720     49985
NOR      1870           24572     26046     50618
NOR      1871           24836     26327     51163
NOR      1872           25530     27062     52592
NOR      1873           25606     27143     52749
NOR      1874           26825     28434     55259
NOR      1875           27600     29256     56856
NOR      1876           28009     29690     57699
NOR      1877           28503     30214     58717
NOR      1878           28673     30393     59066
NOR      1879           29663     31443     61106
NOR      1880           28794     30521     59315
NOR      1881           28048     29730     57778
NOR      1882           28525     30237     58762
NOR      1883           28854     30586     59440
NOR      1884           29621     31398     61019
NOR      1885           29724     31507     61231
NOR      1886           29352     31114     60466
NOR      1887           30013     31814     61827
NOR      1888           29151     30901     60052
NOR      1889           28549     30262     58811
NOR      1890           29489     31258     60747
NOR      1891           30049     31852     61901
NOR      1892           29094     30839     59933
NOR      1893           30011     31812     61823
NOR      1894           29558     31331     60889
NOR      1895           30737     32581     63318
NOR      1896           30706     32548     63254
NOR      1897           31230     33103     64333
NOR      1898           32003     33923     65926
NOR      1899           32023     33945     65968
NOR      1900           32150     34079     66229
NOR      1901           32671     34632     67303
NOR      1902           32279     34215     66494
NOR      1903           31782     33688     65470
NOR      1904           31137     33006     64143
NOR      1905           30389     32212     62601
NOR      1906           30141     31950     62091
NOR      1907           29759     31543     61302
NOR      1908           29945     31741     61686
NOR      1909           30740     32584     63324
NOR      1910           29848     31638     61486
NOR      1911           29965     31762     61727
NOR      1912           29810     31599     61409
NOR      1913           29754     31540     61294
NOR      1914           30151     31960     62111
NOR      1915           28629     30346     58975
NOR      1916           29758     31362     61120
NOR      1917           31147     32822     63969
NOR      1918           30908     32560     63468
NOR      1919           28538     30948     59486
NOR      1920           33700     35626     69326
NOR      1921           31572     33038     64610
NOR      1922           30820     32088     62908
NOR      1923           29960     31771     61731
NOR      1924           28007     30014     58021
NOR      1925           26339     27727     54066
NOR      1926           26348     27815     54163
NOR      1927           24430     25745     50175
NOR      1928           24368     25513     49881
NOR      1929           23373     24999     48372
NOR      1930           23206     24638     47844
NOR      1931           22419     23570     45989
NOR      1932           22062     23389     45451
NOR      1933           20280     21834     42114
NOR      1934           20244     21589     41833
NOR      1935           20176     21145     41321
NOR      1936           20532     21708     42240
NOR      1937           21245     22563     43808
NOR      1938           22009     23310     45319
NOR      1939           22771     23832     46603
NOR      1940           23195     24748     47943
NOR      1941           22251     23522     45773
NOR      1942           25808     27417     53225
NOR      1943           27623     29658     57281
NOR      1944           29923     32318     62241
NOR      1945           29925     31889     61814
NOR      1946           34207     36520     70727
NOR      1947           32789     34836     67625
NOR      1948           31521     34097     65618
NOR      1949           30492     32560     63052
NOR      1950           30203     32207     62410
NOR      1951           29176     31395     60571
NOR      1952           30222     32321     62543
NOR      1953           30672     32313     62985
NOR      1954           30632     32107     62739
NOR      1955           30777     32775     63552
NOR      1956           31302     32869     64171
NOR      1957           30711     32352     63063
NOR      1958           30645     32340     62985
NOR      1959           30469     32536     63005
NOR      1960           30106     31774     61880
NOR      1961           30225     32330     62555
NOR      1962           30243     32011     62254
NOR      1963           30922     32368     63290
NOR      1964           31601     33969     65570
NOR      1965           31993     34284     66277
NOR      1966           32383     34678     67061
NOR      1967           32421     34358     66779
NOR      1968           32664     34686     67350
NOR      1969           32900     34846     67746
NOR      1970           31280     33271     64551
NOR      1971           31962     33588     65550
NOR      1972           31266     32994     64260
NOR      1973           29618     31590     61208
NOR      1974           29190     30413     59603
NOR      1975           27496     28849     56345
NOR      1976           26066     27408     53474
NOR      1977           24705     26172     50877
NOR      1978           25092     26657     51749
NOR      1979           25071     26509     51580
NOR      1980           24691     26348     51039
NOR      1981           24848     25860     50708
NOR      1982           24791     26454     51245
NOR      1983           24168     25769     49937
NOR      1984           24511     25763     50274
NOR      1985           24829     26305     51134
NOR      1986           25458     27056     52514
NOR      1987           26525     27502     54027
NOR      1988           28053     29473     57526
NOR      1989           28842     30461     59303
NOR      1990           29663     31276     60939
NOR      1991           29503     31305     60808
NOR      1992           28955     31154     60109
NOR      1993           29112     30566     59678
NOR      1994           29156     30936     60092
NOR      1995           29286     31006     60292
NOR      1996           29437     31490     60927
NOR      1997           29077     30724     59801
NOR      1998           28482     29870     58352
NOR      1999           28830     30468     59298
NOR      2000           28798     30436     59234
NOR      2001           27655     29041     56696
NOR      2002           27109     28325     55434
NOR      2003           27444     29014     56458
NOR      2004           27759     29192     56951
NOR      2005           27703     29053     56756
NOR      2006           28556     29989     58545
NOR      2007           28455     30004     58459
NOR      2008           29361     31136     60497
NOR      2009           29974     31833     61807
NOR      2010           29981     31461     61442
NOR      2011           29214     31006     60220
NOR      2012           29322     30933     60255
NOR      2013           28857     30138     58995
NOR      2014           28714     30370     59084
NOR      2015           28689     30369     59058
NOR      2016           28504     30386     58890
NOR      2017           27460     29173     56633
NOR      2018           26690     28430     55120
NOR      2019           26453     28042     54495
NOR      2020           25916     27063     52979
NOR      2021           27376     28684     56060
NOR      2022           25035     26445     51480
NOR      2023           25416     26564     51980
NZL_MA   1925               .         .         .
NZL_MA   1926               .         .         .
NZL_MA   1927               .         .         .
NZL_MA   1928               .         .         .
NZL_MA   1929               .         .         .
NZL_MA   1930               .         .         .
NZL_MA   1931               .         .         .
NZL_MA   1932               .         .         .
NZL_MA   1933               .         .         .
NZL_MA   1934               .         .         .
NZL_MA   1935               .         .         .
NZL_MA   1936               .         .         .
NZL_MA   1937               .         .         .
NZL_MA   1938               .         .         .
NZL_MA   1939               .         .         .
NZL_MA   1940               .         .         .
NZL_MA   1941               .         .         .
NZL_MA   1942               .         .         .
NZL_MA   1943               .         .         .
NZL_MA   1944               .         .         .
NZL_MA   1945               .         .         .
NZL_MA   1946               .         .         .
NZL_MA   1947               .         .         .
NZL_MA   1948            2367      2589      4956
NZL_MA   1949            2407      2510      4917
NZL_MA   1950            2499      2606      5105
NZL_MA   1951            2492      2746      5238
NZL_MA   1952            2603      2856      5459
NZL_MA   1953            2645      2884      5529
NZL_MA   1954            2766      2934      5700
NZL_MA   1955            2823      2984      5807
NZL_MA   1956            3030      3133      6163
NZL_MA   1957            3299      3333      6632
NZL_MA   1958            3397      3464      6861
NZL_MA   1959            3458      3672      7130
NZL_MA   1960            3641      3774      7415
NZL_MA   1961            3803      3967      7770
NZL_MA   1962            3713      3951      7664
NZL_MA   1963            3976      4151      8127
NZL_MA   1964            3877      4078      7955
NZL_MA   1965            3775      4080      7855
NZL_MA   1966            3814      4034      7848
NZL_MA   1967            3976      4108      8084
NZL_MA   1968            4018      4180      8198
NZL_MA   1969            4074      4231      8305
NZL_MA   1970            4051      4230      8281
NZL_MA   1971            4084      4280      8364
NZL_MA   1972            3857      4013      7870
NZL_MA   1973            3595      3789      7384
NZL_MA   1974            3302      3681      6983
NZL_MA   1975            3356      3422      6778
NZL_MA   1976            3191      3435      6626
NZL_MA   1977            3339      3446      6785
NZL_MA   1978            3147      3433      6580
NZL_MA   1979            3298      3356      6654
NZL_MA   1980            3130      3290      6420
NZL_MA   1981            3199      3406      6605
NZL_MA   1982            2993      3223      6216
NZL_MA   1983            3018      3253      6271
NZL_MA   1984            3285      3460      6745
NZL_MA   1985            3171      3298      6469
NZL_MA   1986            3172      3341      6513
NZL_MA   1987            3423      3559      6982
NZL_MA   1988            3354      3413      6767
NZL_MA   1989            3370      3597      6967
NZL_MA   1990            3389      3558      6947
NZL_MA   1991            3291      3652      6943
NZL_MA   1992            3389      3844      7233
NZL_MA   1993            3439      3689      7128
NZL_MA   1994            3418      3632      7050
NZL_MA   1995            3492      3746      7238
NZL_MA   1996            7638      8166     15804
NZL_MA   1997            7911      8390     16301
NZL_MA   1998            7358      7874     15232
NZL_MA   1999            7809      8206     16015
NZL_MA   2000            7648      8203     15851
NZL_MA   2001            7771      8068     15839
NZL_MA   2002            7264      7607     14871
NZL_MA   2003            7593      8064     15657
NZL_MA   2004            7893      8366     16259
NZL_MA   2005            8098      8339     16437
NZL_MA   2006            8492      8850     17342
NZL_MA   2007            9014      9703     18717
NZL_MA   2008            9043      9801     18844
NZL_NM   1876               .         .         .
NZL_NM   1877               .         .         .
NZL_NM   1878               .         .         .
NZL_NM   1879               .         .         .
NZL_NM   1880               .         .         .
NZL_NM   1881               .         .         .
NZL_NM   1882               .         .         .
NZL_NM   1883               .         .         .
NZL_NM   1884               .         .         .
NZL_NM   1885               .         .         .
NZL_NM   1886               .         .         .
NZL_NM   1887               .         .         .
NZL_NM   1888               .         .         .
NZL_NM   1889               .         .         .
NZL_NM   1890               .         .         .
NZL_NM   1891               .         .         .
NZL_NM   1892               .         .         .
NZL_NM   1893               .         .         .
NZL_NM   1894               .         .         .
NZL_NM   1895               .         .         .
NZL_NM   1896               .         .         .
NZL_NM   1897               .         .         .
NZL_NM   1898               .         .         .
NZL_NM   1899               .         .         .
NZL_NM   1900               .         .         .
NZL_NM   1901               .         .         .
NZL_NM   1902               .         .         .
NZL_NM   1903               .         .         .
NZL_NM   1904               .         .         .
NZL_NM   1905               .         .         .
NZL_NM   1906               .         .         .
NZL_NM   1907               .         .         .
NZL_NM   1908               .         .         .
NZL_NM   1909               .         .         .
NZL_NM   1910               .         .         .
NZL_NM   1911               .         .         .
NZL_NM   1912               .         .         .
NZL_NM   1913               .         .         .
NZL_NM   1914               .         .         .
NZL_NM   1915               .         .         .
NZL_NM   1916               .         .         .
NZL_NM   1917               .         .         .
NZL_NM   1918               .         .         .
NZL_NM   1919               .         .         .
NZL_NM   1920               .         .         .
NZL_NM   1921               .         .         .
NZL_NM   1922               .         .         .
NZL_NM   1923               .         .         .
NZL_NM   1924               .         .         .
NZL_NM   1925               .         .         .
NZL_NM   1926               .         .         .
NZL_NM   1927               .         .         .
NZL_NM   1928               .         .         .
NZL_NM   1929               .         .         .
NZL_NM   1930               .         .         .
NZL_NM   1931               .         .         .
NZL_NM   1932               .         .         .
NZL_NM   1933               .         .         .
NZL_NM   1934               .         .         .
NZL_NM   1935               .         .         .
NZL_NM   1936               .         .         .
NZL_NM   1937               .         .         .
NZL_NM   1938               .         .         .
NZL_NM   1939               .         .         .
NZL_NM   1940               .         .         .
NZL_NM   1941               .         .         .
NZL_NM   1942               .         .         .
NZL_NM   1943               .         .         .
NZL_NM   1944               .         .         .
NZL_NM   1945               .         .         .
NZL_NM   1946               .         .         .
NZL_NM   1947               .         .         .
NZL_NM   1948               .         .         .
NZL_NM   1949               .         .         .
NZL_NM   1950               .         .         .
NZL_NM   1951               .         .         .
NZL_NM   1952               .         .         .
NZL_NM   1953               .         .         .
NZL_NM   1954               .         .         .
NZL_NM   1955               .         .         .
NZL_NM   1956               .         .         .
NZL_NM   1957               .         .         .
NZL_NM   1958               .         .         .
NZL_NM   1959               .         .         .
NZL_NM   1960               .         .         .
NZL_NM   1961               .         .         .
NZL_NM   1962               .         .         .
NZL_NM   1963               .         .         .
NZL_NM   1964               .         .         .
NZL_NM   1965               .         .         .
NZL_NM   1966               .         .         .
NZL_NM   1967               .         .         .
NZL_NM   1968               .         .         .
NZL_NM   1969               .         .         .
NZL_NM   1970               .         .         .
NZL_NM   1971               .         .         .
NZL_NM   1972               .         .         .
NZL_NM   1973               .         .         .
NZL_NM   1974               .         .         .
NZL_NM   1975               .         .         .
NZL_NM   1976               .         .         .
NZL_NM   1977               .         .         .
NZL_NM   1978               .         .         .
NZL_NM   1979               .         .         .
NZL_NM   1980               .         .         .
NZL_NM   1981               .         .         .
NZL_NM   1982               .         .         .
NZL_NM   1983               .         .         .
NZL_NM   1984               .         .         .
NZL_NM   1985               .         .         .
NZL_NM   1986               .         .         .
NZL_NM   1987               .         .         .
NZL_NM   1988               .         .         .
NZL_NM   1989               .         .         .
NZL_NM   1990               .         .         .
NZL_NM   1991               .         .         .
NZL_NM   1992               .         .         .
NZL_NM   1993               .         .         .
NZL_NM   1994               .         .         .
NZL_NM   1995               .         .         .
NZL_NM   1996               .         .         .
NZL_NM   1997               .         .         .
NZL_NM   1998               .         .         .
NZL_NM   1999               .         .         .
NZL_NM   2000               .         .         .
NZL_NM   2001               .         .         .
NZL_NM   2002           19180     19970     39150
NZL_NM   2003           19721     20756     40477
NZL_NM   2004           19180     19970     39150
NZL_NM   2005           19721     20756     40477
NZL_NM   2006           19721     20756     40477
NZL_NM   2007           19180     19970     39150
NZL_NM   2008           19721     20756     40477
NZL_NP   1948           23943     25206     49149
NZL_NP   1949           23662     25243     48905
NZL_NP   1950           24131     25283     49414
NZL_NP   1951           24075     25814     49889
NZL_NP   1952           25258     26670     51928
NZL_NP   1953           25237     26706     51943
NZL_NP   1954           26224     27907     54131
NZL_NP   1955           27028     28648     55676
NZL_NP   1956           27446     29147     56593
NZL_NP   1957           28609     29875     58484
NZL_NP   1958           29492     31143     60635
NZL_NP   1959           30127     31742     61869
NZL_NP   1960           30610     32240     62850
NZL_NP   1961           31955     33521     65476
NZL_NP   1962           31771     33356     65127
NZL_NP   1963           31388     33287     64675
NZL_NP   1964           30290     32169     62459
NZL_NP   1965           29073     31105     60178
NZL_NP   1966           29309     30879     60188
NZL_NP   1967           30072     31097     61169
NZL_NP   1968           30329     31955     62284
NZL_NP   1969           30536     32028     62564
NZL_NP   1970           30283     31924     62207
NZL_NP   1971           31464     32996     64460
NZL_NP   1972           30927     32288     63215
NZL_NP   1973           29630     31097     60727
NZL_NP   1974           28825     30511     59336
NZL_NP   1975           27765     28874     56639
NZL_NP   1976           26561     28544     55105
NZL_NP   1977           26391     27788     54179
NZL_NP   1978           24967     26062     51029
NZL_NP   1979           25609     26670     52279
NZL_NP   1980           24604     25938     50542
NZL_NP   1981           24668     26126     50794
NZL_NP   1982           24240     25698     49938
NZL_NP   1983           24598     25876     50474
NZL_NP   1984           25141     26495     51636
NZL_NP   1985           25241     26557     51798
NZL_NP   1986           25925     26898     52823
NZL_NP   1987           26660     28594     55254
NZL_NP   1988           28034     29512     57546
NZL_NP   1989           28433     29658     58091
NZL_NP   1990           29445     30708     60153
NZL_NP   1991           29085     30826     59911
NZL_NP   1992           28440     30726     59166
NZL_NP   1993           28469     30313     58782
NZL_NP   1994           27913     29408     57321
NZL_NP   1995           27793     29878     57671
NZL_NP   1996           27821     29459     57280
NZL_NP   1997           28172     29432     57604
NZL_NP   1998           26766     28583     55349
NZL_NP   1999           27868     29185     57053
NZL_NP   2000           27448     29157     56605
NZL_NP   2001           27466     28333     55799
NZL_NP   2002           26444     27577     54021
NZL_NP   2003           27314     28820     56134
NZL_NP   2004           28329     29744     58073
NZL_NP   2005           28199     29546     57745
NZL_NP   2006           28953     30240     59193
NZL_NP   2007           31031     33013     64044
NZL_NP   2008           31241     33102     64343
NZL_NP   2009           30431     32112     62543
NZL_NP   2010           30993     32904     63897
NZL_NP   2011           29927     31476     61403
NZL_NP   2012           29935     31243     61178
NZL_NP   2013           28576     30141     58717
NZL_NP   2014           27648     29595     57243
NZL_NP   2015           29682     31356     61038
NZL_NP   2016           28908     30519     59427
NZL_NP   2017           29022     30588     59610
NZL_NP   2018           28308     29709     58017
NZL_NP   2019           29070     30567     59637
NZL_NP   2020           28041     29532     57573
NZL_NP   2021           28632     30027     58659
POL      1958          365317    390142    755459
POL      1959          347422    375506    722928
POL      1960          322672    346813    669485
POL      1961          302415    325209    627624
POL      1962          288503    311002    599505
POL      1963          284629    304720    589349
POL      1964          272374    291547    563921
POL      1965          264886    282511    547397
POL      1966          257080    274236    531316
POL      1967          252831    268986    521817
POL      1968          254465    271286    525751
POL      1969          257981    274847    532828
POL      1970          265004    282815    547819
POL      1971          273661    290720    564381
POL      1972          279721    298172    577893
POL      1973          291932    308930    600862
POL      1974          300557    323093    623650
POL      1975          312287    334094    646381
POL      1976          325717    347147    672864
POL      1977          321790    343431    665221
POL      1978          324568    344744    669312
POL      1979          334826    356403    691229
POL      1980          338642    357117    695759
POL      1981          331182    350475    681657
POL      1982          342282    363074    705356
POL      1983          351690    371915    723605
POL      1984          340432    361288    701720
POL      1985          330486    349605    680091
POL      1986          309769    327444    637213
POL      1987          294753    313037    607790
POL      1988          286925    303013    589938
POL      1989          273439    290992    564431
POL      1990          266056    281664    547720
POL      1991          266008    281711    547719
POL      1992          250950    264264    515214
POL      1993          240376    253934    494310
POL      1994          234901    246384    481285
POL      1995          210449    222660    433109
POL      1996          207518    220685    428203
POL      1997          200293    212342    412635
POL      1998          191674    203945    395619
POL      1999          185591    196411    382002
POL      2000          183524    194824    378348
POL      2001          178684    189521    368205
POL      2002          171629    182136    353765
POL      2003          170438    180634    351072
POL      2004          172709    183422    356131
POL      2005          176998    187385    364383
POL      2006          181726    192518    374244
POL      2007          188535    199338    387873
POL      2008          201553    212946    414499
POL      2009          202681    214908    417589
POL      2010          198872    214428    413300
POL      2011          188495    199921    388416
POL      2012          187561    198696    386257
POL      2013          179659    189917    369576
POL      2014          182069    193091    375160
POL      2015          179631    189677    369308
POL      2016          186036    196221    382257
POL      2017          195572    206410    401982
POL      2018          188987    200468    389455
POL      2019          182269    192685    374954
POL      2020          173009    182300    355309
POL      2021          161375    170136    331511
POL      2022          148687    156445    305132
POL      2023          133005    139446    272451
PRT      1886           75666     80149    155815
PRT      1887           78423     87491    165914
PRT      1888           78807     85174    163981
PRT      1889           81580     86705    168285
PRT      1890           80155     84472    164627
PRT      1891           78176     83858    162034
PRT      1892           77004     82179    159183
PRT      1893           79485     84654    164139
PRT      1894           74578     79393    153971
PRT      1895           75618     80787    156405
PRT      1896           76230     81316    157546
PRT      1897           78445     82524    160969
PRT      1898           78787     82137    160924
PRT      1899           77850     82719    160569
PRT      1900           79971     85274    165245
PRT      1901           82484     88289    170773
PRT      1902           85061     90968    176029
PRT      1903           88457     94681    183138
PRT      1904           85087     91639    176726
PRT      1905           85848     93898    179746
PRT      1906           88251     94669    182920
PRT      1907           84522     91895    176417
PRT      1908           84718     90550    175268
PRT      1909           84893     89860    174753
PRT      1910           90108     96845    186953
PRT      1911          112377    117656    230033
PRT      1912          101658    106212    207870
PRT      1913           94648     99258    193906
PRT      1914           91515     96964    188479
PRT      1915           95044    100181    195225
PRT      1916           93961     98819    192780
PRT      1917           91605     96786    188391
PRT      1918           86624     92063    178687
PRT      1919           80830     85332    166162
PRT      1920           98924    103984    202908
PRT      1921           96015    101007    197022
PRT      1922           98664    105063    203727
PRT      1923          100797    106375    207172
PRT      1924          101090    106350    207440
PRT      1925          101633    106801    208434
PRT      1926          104584    110049    214633
PRT      1927           96895    102504    199399
PRT      1928          103155    108159    211314
PRT      1929           97659    103215    200874
PRT      1930           98601    103928    202529
PRT      1931           98970    105150    204120
PRT      1932          100939    107123    208062
PRT      1933           99375    104940    204315
PRT      1934           98399    104759    203158
PRT      1935           99172    104771    203943
PRT      1936          100038    105577    205615
PRT      1937           96490    101637    198127
PRT      1938           96499    102968    199467
PRT      1939           96659    102229    198888
PRT      1940           90745     97147    187892
PRT      1941           89535     94801    184336
PRT      1942           90853     96650    187503
PRT      1943           96016    102085    198101
PRT      1944           96280    105093    201373
PRT      1945          100649    108482    209131
PRT      1946           98697    107128    205825
PRT      1947           96418    104070    200488
PRT      1948          106210    114771    220981
PRT      1949          101794    110466    212260
PRT      1950           99138    106025    205163
PRT      1951          100114    107756    207870
PRT      1952          101633    109580    211213
PRT      1953           97744    104391    202135
PRT      1954           95435    102101    197536
PRT      1955          101913    107877    209790
PRT      1956           98750    103917    202667
PRT      1957          102639    108855    211494
PRT      1958          103371    109096    212467
PRT      1959          103325    109737    213062
PRT      1960          103410    110485    213895
PRT      1961          105647    111869    217516
PRT      1962          106358    113842    220200
PRT      1963          102695    109457    212152
PRT      1964          104702    112434    217136
PRT      1965          101725    108574    210299
PRT      1966           99716    107224    206940
PRT      1967           98172    103889    202061
PRT      1968           93837    101125    194962
PRT      1969           91685     98054    189739
PRT      1970           83645     89246    172891
PRT      1971           91771     97271    189042
PRT      1972           84363     90322    174685
PRT      1973           83627     88697    172324
PRT      1974           83917     88062    171979
PRT      1975           86539     93089    179628
PRT      1976           90130     96582    186712
PRT      1977           87024     94040    181064
PRT      1978           80343     87124    167467
PRT      1979           77585     82726    160311
PRT      1980           76710     81642    158352
PRT      1981           73762     78340    152102
PRT      1982           73168     77861    151029
PRT      1983           69516     74811    144327
PRT      1984           68914     73891    142805
PRT      1985           63134     67358    130492
PRT      1986           61321     65427    126748
PRT      1987           59646     63572    123218
PRT      1988           59101     63020    122121
PRT      1989           57665     60895    118560
PRT      1990           56430     59953    116383
PRT      1991           56495     59920    116415
PRT      1992           56127     58891    115018
PRT      1993           55602     58428    114030
PRT      1994           52812     56475    109287
PRT      1995           51473     55711    107184
PRT      1996           52989     57374    110363
PRT      1997           54945     58102    113047
PRT      1998           54921     58589    113510
PRT      1999           56246     59792    116038
PRT      2000           57809     62262    120071
PRT      2001           54428     58397    112825
PRT      2002           55110     59346    114456
PRT      2003           54343     58246    112589
PRT      2004           53114     56242    109356
PRT      2005           52787     56612    109399
PRT      2006           51392     54057    105449
PRT      2007           49847     52720    102567
PRT      2008           50618     53976    104594
PRT      2009           48618     50873     99491
PRT      2010           49846     51535    101381
PRT      2011           47168     49689     96856
PRT      2012           43680     46161     89841
PRT      2013           40568     42220     82787
PRT      2014           39940     42427     82367
PRT      2015           41815     43685     85500
PRT      2016           42337     44789     87126
PRT      2017           42082     44072     86154
PRT      2018           42711     44309     87020
PRT      2019           42040     44539     86579
PRT      2020           41079     43451     84530
PRT      2021           38820     40762     79582
PRT      2022           40746     42925     83671
PRT      2023           41951     43748     85699
RUS      1959         1363168   1433060   2796228
RUS      1960         1355128   1427225   2782353
RUS      1961         1296435   1365700   2662135
RUS      1962         1210078   1272461   2482539
RUS      1963         1133767   1197738   2331505
RUS      1964         1034375   1087619   2121994
RUS      1965          968960   1021560   1990520
RUS      1966          955251   1002152   1957403
RUS      1967          903355    947686   1851041
RUS      1968          886270    930239   1816509
RUS      1969          902327    945265   1847592
RUS      1970          929321    974392   1903713
RUS      1971          963300   1011337   1974637
RUS      1972          983216   1031422   2014638
RUS      1973          972252   1022369   1994621
RUS      1974         1015955   1063857   2079812
RUS      1975         1026246   1079901   2106147
RUS      1976         1046300   1100411   2146711
RUS      1977         1052995   1103729   2156724
RUS      1978         1063610   1115420   2179030
RUS      1979         1063605   1114937   2178542
RUS      1980         1076113   1126666   2202779
RUS      1981         1091369   1145239   2236608
RUS      1982         1135792   1192252   2328044
RUS      1983         1209502   1268820   2478322
RUS      1984         1174854   1234760   2409614
RUS      1985         1157825   1217322   2375147
RUS      1986         1212702   1273213   2485915
RUS      1987         1216549   1283425   2499974
RUS      1988         1143587   1204907   2348494
RUS      1989         1049957   1110602   2160559
RUS      1990          967610   1021248   1988858
RUS      1991          871307    923319   1794626
RUS      1992          770887    816757   1587644
RUS      1993          670294    708689   1378983
RUS      1994          683341    724818   1408159
RUS      1995          663615    700191   1363806
RUS      1996          633208    671430   1304638
RUS      1997          611748    648195   1259943
RUS      1998          622450    660842   1283292
RUS      1999          588540    626149   1214689
RUS      2000          613654    653146   1266800
RUS      2001          635854    675750   1311604
RUS      2002          677456    719511   1396967
RUS      2003          716367    760934   1477301
RUS      2004          729504    772973   1502477
RUS      2005          707822    749554   1457376
RUS      2006          718806    760831   1479637
RUS      2007          781350    828772   1610122
RUS      2008          833404    880543   1713947
RUS      2009          856307    905380   1761687
RUS      2010          869309    919639   1788948
RUS      2011          872825    923804   1796629
RUS      2012          923557    978527   1902084
RUS      2013          921519    974303   1895822
RUS      2014          943004    999679   1942683
SVK      1950           48022     51699     99721
SVK      1951           48760     51903    100663
SVK      1952           48653     52171    100824
SVK      1953           47843     51281     99124
SVK      1954           47371     50939     98310
SVK      1955           48156     51149     99305
SVK      1956           48332     51135     99467
SVK      1957           46830     50481     97311
SVK      1958           45378     47894     93272
SVK      1959           42629     45362     87991
SVK      1960           42828     45584     88412
SVK      1961           42606     44753     87359
SVK      1962           40725     43174     83899
SVK      1963           42310     44848     87158
SVK      1964           42319     44559     86878
SVK      1965           40226     44031     84257
SVK      1966           39789     41664     81453
SVK      1967           37654     39883     77537
SVK      1968           37055     39315     76370
SVK      1969           38879     40890     79769
SVK      1970           39223     41443     80666
SVK      1971           40375     42687     83062
SVK      1972           42876     44918     87794
SVK      1973           45566     47387     92953
SVK      1974           47565     50020     97585
SVK      1975           47858     49791     97649
SVK      1976           48398     51416     99814
SVK      1977           48211     51322     99533
SVK      1978           49008     51185    100193
SVK      1979           49153     51087    100240
SVK      1980           46258     48842     95100
SVK      1981           45659     47631     93290
SVK      1982           45073     47545     92618
SVK      1983           44835     47218     92053
SVK      1984           44397     46446     90843
SVK      1985           43966     46189     90155
SVK      1986           42471     44667     87138
SVK      1987           41163     42843     84006
SVK      1988           40679     42563     83242
SVK      1989           39140     40976     80116
SVK      1990           38859     41130     79989
SVK      1991           38328     40241     78569
SVK      1992           36387     38253     74640
SVK      1993           35504     37752     73256
SVK      1994           32495     33875     66370
SVK      1995           30012     31415     61427
SVK      1996           29078     31045     60123
SVK      1997           28743     30368     59111
SVK      1998           28039     29543     57582
SVK      1999           27513     28710     56223
SVK      2000           26927     28224     55151
SVK      2001           24697     26439     51136
SVK      2002           24826     26015     50841
SVK      2003           25170     26543     51713
SVK      2004           26101     27646     53747
SVK      2005           26451     27979     54430
SVK      2006           26222     27682     53904
SVK      2007           26521     27903     54424
SVK      2008           28006     29354     57360
SVK      2009           29654     31563     61217
SVK      2010           29866     30544     60410
SVK      2011           29699     31114     60813
SVK      2012           26864     28671     55535
SVK      2013           26755     28068     54823
SVK      2014           26933     28100     55033
SVK      2015           26934     28668     55602
SVK      2016           28078     29479     57557
SVK      2017           28196     29773     57969
SVK      2018           27965     29674     57639
SVK      2019           27911     29143     57054
SVN      1983           13270     13930     27200
SVN      1984           12835     13439     26274
SVN      1985           12586     13347     25933
SVN      1986           12495     13075     25570
SVN      1987           12528     13064     25592
SVN      1988           12210     12999     25209
SVN      1989           11346     12101     23447
SVN      1990           10914     11454     22368
SVN      1991           10467     11116     21583
SVN      1992            9649     10333     19982
SVN      1993            9605     10188     19793
SVN      1994            9564      9899     19463
SVN      1995            9239      9741     18980
SVN      1996            9078      9710     18788
SVN      1997            8842      9323     18165
SVN      1998            8600      9256     17856
SVN      1999            8484      9049     17533
SVN      2000            8812      9368     18180
SVN      2001            8413      9064     17477
SVN      2002            8476      9025     17501
