Death rates (cohort 5x10), 	Last modified: 05 Aug 2025; Methods Protocol: v6 (2017) 

PopName    Year          Age             Female            Male           Total
AUS      1880-1889     85-89            0.158263        0.209956        0.174647
AUS      1880-1889     90-94            0.219651        0.279174        0.235043
AUS      1880-1889     95-99            0.318246        0.377728        0.330349
AUS      1880-1889    100-104           0.432697        0.482593        0.440593
AUS      1880-1889    105-109           0.658531        0.721357        0.667784
AUS      1880-1889    110+              1.307692              .        1.307692
AUS      1890-1899        0                    .               .               .
AUS      1890-1899      1-4                    .               .               .
AUS      1890-1899      5-9                    .               .               .
AUS      1890-1899     10-14                   .               .               .
AUS      1890-1899     15-19                   .               .               .
AUS      1890-1899     20-24                   .               .               .
AUS      1890-1899     25-29            0.003680        0.003660        0.003670
AUS      1890-1899     30-34            0.003547        0.003670        0.003608
AUS      1890-1899     35-39            0.003887        0.004199        0.004042
AUS      1890-1899     40-44            0.004170        0.005156        0.004661
AUS      1890-1899     45-49            0.005399        0.007331        0.006359
AUS      1890-1899     50-54            0.007351        0.011099        0.009202
AUS      1890-1899     55-59            0.009610        0.017395        0.013400
AUS      1890-1899     60-64            0.014018        0.026651        0.019992
AUS      1890-1899     65-69            0.022007        0.042498        0.031246
AUS      1890-1899     70-74            0.036871        0.065612        0.048984
AUS      1890-1899     75-79            0.058617        0.097316        0.073460
AUS      1890-1899     80-84            0.085785        0.131034        0.100850
AUS      1890-1899     85-89            0.132394        0.184794        0.147102
AUS      1890-1899     90-94            0.202405        0.263107        0.216124
AUS      1890-1899     95-99            0.304860        0.367812        0.316029
AUS      1890-1899    100-104           0.436698        0.490361        0.444088
AUS      1890-1899    105-109           0.652644        0.773526        0.663666
AUS      1890-1899    110+              1.640810              .        1.640810
AUS      1900-1909        0                    .               .               .
AUS      1900-1909      1-4                    .               .               .
AUS      1900-1909      5-9                    .               .               .
AUS      1900-1909     10-14                   .               .               .
AUS      1900-1909     15-19            0.002016        0.002463        0.002244
AUS      1900-1909     20-24            0.002699        0.002741        0.002721
AUS      1900-1909     25-29            0.002868        0.002733        0.002798
AUS      1900-1909     30-34            0.002737        0.002679        0.002707
AUS      1900-1909     35-39            0.002936        0.003130        0.003036
AUS      1900-1909     40-44            0.003286        0.004063        0.003689
AUS      1900-1909     45-49            0.004448        0.006376        0.005453
AUS      1900-1909     50-54            0.005975        0.010250        0.008189
AUS      1900-1909     55-59            0.008555        0.016995        0.012847
AUS      1900-1909     60-64            0.013531        0.027723        0.020496
AUS      1900-1909     65-69            0.020140        0.040775        0.029817
AUS      1900-1909     70-74            0.028923        0.056155        0.040905
AUS      1900-1909     75-79            0.044549        0.079537        0.058685
AUS      1900-1909     80-84            0.071850        0.113290        0.086661
AUS      1900-1909     85-89            0.116832        0.166227        0.132000
AUS      1900-1909     90-94            0.190993        0.246904        0.205197
AUS      1900-1909     95-99            0.299944        0.362335        0.312540
AUS      1900-1909    100-104           0.457744        0.507985        0.465779
AUS      1900-1909    105-109           0.654898        0.778212        0.669682
AUS      1900-1909    110+              1.361439              .        1.361439
AUS      1910-1919        0                    .               .               .
AUS      1910-1919      1-4                    .               .               .
AUS      1910-1919      5-9             0.001513        0.001849        0.001684
AUS      1910-1919     10-14            0.001025        0.001374        0.001202
AUS      1910-1919     15-19            0.001411        0.001900        0.001659
AUS      1910-1919     20-24            0.001879        0.002304        0.002094
AUS      1910-1919     25-29            0.001956        0.001878        0.001917
AUS      1910-1919     30-34            0.001772        0.001917        0.001845
AUS      1910-1919     35-39            0.001919        0.002500        0.002214
AUS      1910-1919     40-44            0.002464        0.003633        0.003060
AUS      1910-1919     45-49            0.003794        0.006124        0.004978
AUS      1910-1919     50-54            0.005702        0.010333        0.008037
AUS      1910-1919     55-59            0.008069        0.016059        0.012035
AUS      1910-1919     60-64            0.011089        0.022816        0.016716
AUS      1910-1919     65-69            0.015627        0.031808        0.023149
AUS      1910-1919     70-74            0.024031        0.044760        0.033217
AUS      1910-1919     75-79            0.037378        0.064749        0.048748
AUS      1910-1919     80-84            0.060967        0.096353        0.074175
AUS      1910-1919     85-89            0.102974        0.145973        0.117106
AUS      1910-1919     90-94            0.178301        0.227810        0.192156
AUS      1910-1919     95-99            0.295631        0.353975        0.309007
AUS      1910-1919    100-104           0.453149        0.507993        0.463068
AUS      1910-1919    105-109           0.624671        0.733305        0.638704
AUS      1910-1919    110+                     .               .               .
AUS      1920-1929        0             0.051875        0.066009        0.059094
AUS      1920-1929      1-4             0.004482        0.005208        0.004852
AUS      1920-1929      5-9             0.001243        0.001577        0.001413
AUS      1920-1929     10-14            0.000827        0.001198        0.001015
AUS      1920-1929     15-19            0.000987        0.001586        0.001289
AUS      1920-1929     20-24            0.001107        0.001629        0.001372
AUS      1920-1929     25-29            0.000994        0.001683        0.001350
AUS      1920-1929     30-34            0.001069        0.001801        0.001449
AUS      1920-1929     35-39            0.001537        0.002352        0.001958
AUS      1920-1929     40-44            0.002291        0.003711        0.003021
AUS      1920-1929     45-49            0.003460        0.005972        0.004748
AUS      1920-1929     50-54            0.004653        0.008738        0.006731
AUS      1920-1929     55-59            0.006185        0.012430        0.009320
AUS      1920-1929     60-64            0.008716        0.017300        0.012932
AUS      1920-1929     65-69            0.012625        0.024593        0.018363
AUS      1920-1929     70-74            0.018808        0.034485        0.026070
AUS      1920-1929     75-79            0.028714        0.048502        0.037470
AUS      1920-1929     80-84            0.049440        0.074908        0.059937
AUS      1920-1929     85-89            0.089845        0.122420        0.102146
AUS      1920-1929     90-94            0.160404        0.197933        0.173000
AUS      1920-1929     95-99            0.265253        0.315231        0.278960
AUS      1920-1929    100-104                  .               .               .
AUS      1920-1929    105-109                  .               .               .
AUS      1920-1929    110+                     .               .               .
AUS      1930-1939        0             0.036710        0.046704        0.041815
AUS      1930-1939      1-4             0.003250        0.003756        0.003508
AUS      1930-1939      5-9             0.000982        0.001326        0.001157
AUS      1930-1939     10-14            0.000571        0.000878        0.000727
AUS      1930-1939     15-19            0.000600        0.001488        0.001054
AUS      1930-1939     20-24            0.000635        0.001779        0.001228
AUS      1930-1939     25-29            0.000721        0.001487        0.001118
AUS      1930-1939     30-34            0.000915        0.001618        0.001278
AUS      1930-1939     35-39            0.001319        0.002174        0.001759
AUS      1930-1939     40-44            0.001793        0.003020        0.002424
AUS      1930-1939     45-49            0.002468        0.004279        0.003398
AUS      1930-1939     50-54            0.003466        0.006057        0.004791
AUS      1930-1939     55-59            0.004831        0.008582        0.006730
AUS      1930-1939     60-64            0.006705        0.012222        0.009463
AUS      1930-1939     65-69            0.009463        0.016866        0.013108
AUS      1930-1939     70-74            0.014115        0.023884        0.018837
AUS      1930-1939     75-79            0.022880        0.036377        0.029184
AUS      1930-1939     80-84            0.040352        0.058593        0.048515
AUS      1930-1939     85-89            0.074359        0.100041        0.085073
AUS      1930-1939     90-94                   .               .               .
AUS      1930-1939     95-99                   .               .               .
AUS      1930-1939    100-104                  .               .               .
AUS      1930-1939    105-109                  .               .               .
AUS      1930-1939    110+                     .               .               .
AUS      1940-1949        0             0.028553        0.036232        0.032481
AUS      1940-1949      1-4             0.001791        0.002187        0.001993
AUS      1940-1949      5-9             0.000517        0.000737        0.000629
AUS      1940-1949     10-14            0.000349        0.000552        0.000453
AUS      1940-1949     15-19            0.000531        0.001338        0.000944
AUS      1940-1949     20-24            0.000595        0.001711        0.001167
AUS      1940-1949     25-29            0.000592        0.001341        0.000977
AUS      1940-1949     30-34            0.000695        0.001345        0.001028
AUS      1940-1949     35-39            0.000894        0.001569        0.001238
AUS      1940-1949     40-44            0.001246        0.002145        0.001705
AUS      1940-1949     45-49            0.001841        0.002964        0.002414
AUS      1940-1949     50-54            0.002647        0.004215        0.003443
AUS      1940-1949     55-59            0.003620        0.005991        0.004818
AUS      1940-1949     60-64            0.005188        0.008641        0.006919
AUS      1940-1949     65-69            0.007477        0.012562        0.010000
AUS      1940-1949     70-74            0.011531        0.018513        0.014950
AUS      1940-1949     75-79            0.019070        0.029118        0.023896
AUS      1940-1949     80-84                   .               .               .
AUS      1940-1949     85-89                   .               .               .
AUS      1940-1949     90-94                   .               .               .
AUS      1940-1949     95-99                   .               .               .
AUS      1940-1949    100-104                  .               .               .
AUS      1940-1949    105-109                  .               .               .
AUS      1940-1949    110+                     .               .               .
AUS      1950-1959        0             0.020129        0.025393        0.022824
AUS      1950-1959      1-4             0.001183        0.001426        0.001307
AUS      1950-1959      5-9             0.000374        0.000515        0.000447
AUS      1950-1959     10-14            0.000273        0.000461        0.000370
AUS      1950-1959     15-19            0.000554        0.001507        0.001039
AUS      1950-1959     20-24            0.000526        0.001707        0.001125
AUS      1950-1959     25-29            0.000506        0.001352        0.000933
AUS      1950-1959     30-34            0.000558        0.001320        0.000940
AUS      1950-1959     35-39            0.000756        0.001533        0.001144
AUS      1950-1959     40-44            0.001080        0.001893        0.001485
AUS      1950-1959     45-49            0.001551        0.002508        0.002027
AUS      1950-1959     50-54            0.002174        0.003529        0.002847
AUS      1950-1959     55-59            0.003111        0.005185        0.004135
AUS      1950-1959     60-64            0.004428        0.007537        0.005948
AUS      1950-1959     65-69            0.006284        0.010667        0.008413
AUS      1950-1959     70-74                   .               .               .
AUS      1950-1959     75-79                   .               .               .
AUS      1950-1959     80-84                   .               .               .
AUS      1950-1959     85-89                   .               .               .
AUS      1950-1959     90-94                   .               .               .
AUS      1950-1959     95-99                   .               .               .
AUS      1950-1959    100-104                  .               .               .
AUS      1950-1959    105-109                  .               .               .
AUS      1950-1959    110+                     .               .               .
AUS      1960-1969        0             0.016718        0.021459        0.019149
AUS      1960-1969      1-4             0.000839        0.001010        0.000927
AUS      1960-1969      5-9             0.000315        0.000421        0.000369
AUS      1960-1969     10-14            0.000219        0.000373        0.000298
AUS      1960-1969     15-19            0.000437        0.001186        0.000820
AUS      1960-1969     20-24            0.000476        0.001460        0.000975
AUS      1960-1969     25-29            0.000435        0.001304        0.000871
AUS      1960-1969     30-34            0.000535        0.001348        0.000940
AUS      1960-1969     35-39            0.000695        0.001348        0.001020
AUS      1960-1969     40-44            0.000944        0.001636        0.001287
AUS      1960-1969     45-49            0.001407        0.002306        0.001851
AUS      1960-1969     50-54            0.002005        0.003245        0.002617
AUS      1960-1969     55-59            0.002813        0.004712        0.003746
AUS      1960-1969     60-64                   .               .               .
AUS      1960-1969     65-69                   .               .               .
AUS      1960-1969     70-74                   .               .               .
AUS      1960-1969     75-79                   .               .               .
AUS      1960-1969     80-84                   .               .               .
AUS      1960-1969     85-89                   .               .               .
AUS      1960-1969     90-94                   .               .               .
AUS      1960-1969     95-99                   .               .               .
AUS      1960-1969    100-104                  .               .               .
AUS      1960-1969    105-109                  .               .               .
AUS      1960-1969    110+                     .               .               .
AUS      1970-1979        0             0.012951        0.016827        0.014936
AUS      1970-1979      1-4             0.000586        0.000774        0.000682
AUS      1970-1979      5-9             0.000205        0.000302        0.000255
AUS      1970-1979     10-14            0.000164        0.000273        0.000220
AUS      1970-1979     15-19            0.000351        0.000862        0.000613
AUS      1970-1979     20-24            0.000387        0.001184        0.000791
AUS      1970-1979     25-29            0.000389        0.001101        0.000745
AUS      1970-1979     30-34            0.000431        0.001029        0.000729
AUS      1970-1979     35-39            0.000608        0.001171        0.000888
AUS      1970-1979     40-44            0.000876        0.001527        0.001199
AUS      1970-1979     45-49            0.001255        0.002153        0.001698
AUS      1970-1979     50-54                   .               .               .
AUS      1970-1979     55-59                   .               .               .
AUS      1970-1979     60-64                   .               .               .
AUS      1970-1979     65-69                   .               .               .
AUS      1970-1979     70-74                   .               .               .
AUS      1970-1979     75-79                   .               .               .
AUS      1970-1979     80-84                   .               .               .
AUS      1970-1979     85-89                   .               .               .
AUS      1970-1979     90-94                   .               .               .
AUS      1970-1979     95-99                   .               .               .
AUS      1970-1979    100-104                  .               .               .
AUS      1970-1979    105-109                  .               .               .
AUS      1970-1979    110+                     .               .               .
AUS      1980-1989        0             0.008243        0.010545        0.009423
AUS      1980-1989      1-4             0.000392        0.000494        0.000444
AUS      1980-1989      5-9             0.000147        0.000196        0.000172
AUS      1980-1989     10-14            0.000138        0.000187        0.000164
AUS      1980-1989     15-19            0.000283        0.000637        0.000464
AUS      1980-1989     20-24            0.000291        0.000741        0.000521
AUS      1980-1989     25-29            0.000293        0.000719        0.000508
AUS      1980-1989     30-34            0.000382        0.000815        0.000598
AUS      1980-1989     35-39            0.000545        0.001025        0.000784
AUS      1980-1989     40-44                   .               .               .
AUS      1980-1989     45-49                   .               .               .
AUS      1980-1989     50-54                   .               .               .
AUS      1980-1989     55-59                   .               .               .
AUS      1980-1989     60-64                   .               .               .
AUS      1980-1989     65-69                   .               .               .
AUS      1980-1989     70-74                   .               .               .
AUS      1980-1989     75-79                   .               .               .
AUS      1980-1989     80-84                   .               .               .
AUS      1980-1989     85-89                   .               .               .
AUS      1980-1989     90-94                   .               .               .
AUS      1980-1989     95-99                   .               .               .
AUS      1980-1989    100-104                  .               .               .
AUS      1980-1989    105-109                  .               .               .
AUS      1980-1989    110+                     .               .               .
AUS      1990-1991        0             0.006342        0.007913        0.007148
AUS      1990-1991      1-4             0.000301        0.000439        0.000372
AUS      1990-1991      5-9             0.000108        0.000152        0.000131
AUS      1990-1991     10-14            0.000099        0.000132        0.000116
AUS      1990-1991     15-19            0.000246        0.000437        0.000344
AUS      1990-1991     20-24            0.000238        0.000622        0.000434
AUS      1990-1991     25-29            0.000280        0.000662        0.000471
AUS      1990-1991     30-34                   .               .               .
AUS      1990-1991     35-39                   .               .               .
AUS      1990-1991     40-44                   .               .               .
AUS      1990-1991     45-49                   .               .               .
AUS      1990-1991     50-54                   .               .               .
AUS      1990-1991     55-59                   .               .               .
AUS      1990-1991     60-64                   .               .               .
AUS      1990-1991     65-69                   .               .               .
AUS      1990-1991     70-74                   .               .               .
AUS      1990-1991     75-79                   .               .               .
AUS      1990-1991     80-84                   .               .               .
AUS      1990-1991     85-89                   .               .               .
AUS      1990-1991     90-94                   .               .               .
AUS      1990-1991     95-99                   .               .               .
AUS      1990-1991    100-104                  .               .               .
AUS      1990-1991    105-109                  .               .               .
AUS      1990-1991    110+                     .               .               .
AUT      1871-1879        0                    .               .               .
AUT      1871-1879      1-4                    .               .               .
AUT      1871-1879      5-9                    .               .               .
AUT      1871-1879     10-14                   .               .               .
AUT      1871-1879     15-19                   .               .               .
AUT      1871-1879     20-24                   .               .               .
AUT      1871-1879     25-29                   .               .               .
AUT      1871-1879     30-34                   .               .               .
AUT      1871-1879     35-39                   .               .               .
AUT      1871-1879     40-44                   .               .               .
AUT      1871-1879     45-49                   .               .               .
AUT      1871-1879     50-54                   .               .               .
AUT      1871-1879     55-59                   .               .               .
AUT      1871-1879     60-64                   .               .               .
AUT      1871-1879     65-69                   .               .               .
AUT      1871-1879     70-74            0.057174        0.073784        0.064155
AUT      1871-1879     75-79            0.084757        0.103690        0.092430
AUT      1871-1879     80-84            0.132495        0.160043        0.142915
AUT      1871-1879     85-89            0.204748        0.238366        0.216249
AUT      1871-1879     90-94            0.306720        0.348427        0.319283
AUT      1871-1879     95-99            0.433681        0.465394        0.441940
AUT      1871-1879    100-104           0.572219        0.584158        0.575010
AUT      1871-1879    105-109           0.772727        0.473684        0.663462
AUT      1871-1879    110+                    .              .              .
AUT      1880-1889        0                    .               .               .
AUT      1880-1889      1-4                    .               .               .
AUT      1880-1889      5-9                    .               .               .
AUT      1880-1889     10-14                   .               .               .
AUT      1880-1889     15-19                   .               .               .
AUT      1880-1889     20-24                   .               .               .
AUT      1880-1889     25-29                   .               .               .
AUT      1880-1889     30-34                   .               .               .
AUT      1880-1889     35-39                   .               .               .
AUT      1880-1889     40-44                   .               .               .
AUT      1880-1889     45-49                   .               .               .
AUT      1880-1889     50-54                   .               .               .
AUT      1880-1889     55-59                   .               .               .
AUT      1880-1889     60-64            0.019351        0.031328        0.024463
AUT      1880-1889     65-69            0.028242        0.043397        0.034574
AUT      1880-1889     70-74            0.044534        0.064591        0.052513
AUT      1880-1889     75-79            0.073404        0.100434        0.083405
AUT      1880-1889     80-84            0.124253        0.157292        0.135292
AUT      1880-1889     85-89            0.197343        0.235083        0.208501
AUT      1880-1889     90-94            0.297665        0.340654        0.308612
AUT      1880-1889     95-99            0.407696        0.444364        0.415678
AUT      1880-1889    100-104           0.534917        0.578571        0.543229
AUT      1880-1889    105-109           0.602804        1.080000        0.652720
AUT      1880-1889    110+              0.250000              .        0.250000
AUT      1890-1899        0                    .               .               .
AUT      1890-1899      1-4                    .               .               .
AUT      1890-1899      5-9                    .               .               .
AUT      1890-1899     10-14                   .               .               .
AUT      1890-1899     15-19                   .               .               .
AUT      1890-1899     20-24                   .               .               .
AUT      1890-1899     25-29                   .               .               .
AUT      1890-1899     30-34                   .               .               .
AUT      1890-1899     35-39                   .               .               .
AUT      1890-1899     40-44                   .               .               .
AUT      1890-1899     45-49                   .               .               .
AUT      1890-1899     50-54            0.008062        0.013730        0.010618
AUT      1890-1899     55-59            0.010066        0.018587        0.013799
AUT      1890-1899     60-64            0.014557        0.027953        0.020247
AUT      1890-1899     65-69            0.023213        0.043674        0.031485
AUT      1890-1899     70-74            0.040851        0.068310        0.051177
AUT      1890-1899     75-79            0.068427        0.102739        0.080103
AUT      1890-1899     80-84            0.113652        0.154086        0.125622
AUT      1890-1899     85-89            0.179768        0.221522        0.190411
AUT      1890-1899     90-94            0.262824        0.307901        0.272544
AUT      1890-1899     95-99            0.374938        0.423856        0.383661
AUT      1890-1899    100-104           0.516054        0.601751        0.527415
AUT      1890-1899    105-109           0.596026        0.846154        0.611198
AUT      1890-1899    110+              3.000000        3.000000        3.000000
AUT      1900-1909        0                    .               .               .
AUT      1900-1909      1-4                    .               .               .
AUT      1900-1909      5-9                    .               .               .
AUT      1900-1909     10-14                   .               .               .
AUT      1900-1909     15-19                   .               .               .
AUT      1900-1909     20-24                   .               .               .
AUT      1900-1909     25-29                   .               .               .
AUT      1900-1909     30-34                   .               .               .
AUT      1900-1909     35-39                   .               .               .
AUT      1900-1909     40-44            0.003968        0.005512        0.004675
AUT      1900-1909     45-49            0.004682        0.007144        0.005821
AUT      1900-1909     50-54            0.005928        0.010614        0.008078
AUT      1900-1909     55-59            0.008310        0.017049        0.012248
AUT      1900-1909     60-64            0.013100        0.027722        0.019479
AUT      1900-1909     65-69            0.021201        0.042635        0.030081
AUT      1900-1909     70-74            0.034203        0.062340        0.045032
AUT      1900-1909     75-79            0.057087        0.091646        0.069099
AUT      1900-1909     80-84            0.093767        0.133215        0.105768
AUT      1900-1909     85-89            0.150376        0.192424        0.161417
AUT      1900-1909     90-94            0.236462        0.284606        0.247138
AUT      1900-1909     95-99            0.356631        0.398878        0.364348
AUT      1900-1909    100-104           0.501081        0.532059        0.505693
AUT      1900-1909    105-109           0.610449        0.914894        0.645292
AUT      1900-1909    110+              1.312500              .        1.312500
AUT      1910-1919        0                    .               .               .
AUT      1910-1919      1-4                    .               .               .
AUT      1910-1919      5-9                    .               .               .
AUT      1910-1919     10-14                   .               .               .
AUT      1910-1919     15-19                   .               .               .
AUT      1910-1919     20-24                   .               .               .
AUT      1910-1919     25-29                   .               .               .
AUT      1910-1919     30-34            0.002500        0.003341        0.002866
AUT      1910-1919     35-39            0.002411        0.003285        0.002793
AUT      1910-1919     40-44            0.002657        0.003790        0.003150
AUT      1910-1919     45-49            0.003602        0.005904        0.004599
AUT      1910-1919     50-54            0.005188        0.009460        0.007022
AUT      1910-1919     55-59            0.007594        0.015228        0.010821
AUT      1910-1919     60-64            0.011270        0.022951        0.016066
AUT      1910-1919     65-69            0.016982        0.034304        0.023787
AUT      1910-1919     70-74            0.026789        0.049385        0.035113
AUT      1910-1919     75-79            0.043602        0.072084        0.053241
AUT      1910-1919     80-84            0.074253        0.108117        0.084514
AUT      1910-1919     85-89            0.126832        0.163040        0.136495
AUT      1910-1919     90-94            0.210463        0.251514        0.219961
AUT      1910-1919     95-99            0.332063        0.377071        0.340847
AUT      1910-1919    100-104           0.481170        0.556300        0.492452
AUT      1910-1919    105-109           0.700594        0.837390        0.714854
AUT      1910-1919    110+              1.090909              .        1.090909
AUT      1920-1929        0                    .               .               .
AUT      1920-1929      1-4                    .               .               .
AUT      1920-1929      5-9                    .               .               .
AUT      1920-1929     10-14                   .               .               .
AUT      1920-1929     15-19                   .               .               .
AUT      1920-1929     20-24            0.001908        0.002866        0.002370
AUT      1920-1929     25-29            0.001490        0.002366        0.001890
AUT      1920-1929     30-34            0.001352        0.002229        0.001747
AUT      1920-1929     35-39            0.001610        0.002729        0.002114
AUT      1920-1929     40-44            0.002168        0.004000        0.002994
AUT      1920-1929     45-49            0.003289        0.006268        0.004624
AUT      1920-1929     50-54            0.004622        0.009701        0.006868
AUT      1920-1929     55-59            0.006391        0.014348        0.009836
AUT      1920-1929     60-64            0.009053        0.020224        0.013747
AUT      1920-1929     65-69            0.013484        0.028392        0.019505
AUT      1920-1929     70-74            0.020609        0.039583        0.027871
AUT      1920-1929     75-79            0.032962        0.055927        0.041182
AUT      1920-1929     80-84            0.057866        0.085377        0.066908
AUT      1920-1929     85-89            0.106452        0.138150        0.115871
AUT      1920-1929     90-94            0.195746        0.233750        0.205706
AUT      1920-1929     95-99            0.324186        0.377556        0.335288
AUT      1920-1929    100-104                  .               .               .
AUT      1920-1929    105-109                  .               .               .
AUT      1920-1929    110+                     .               .               .
AUT      1930-1939        0                    .               .               .
AUT      1930-1939      1-4                    .               .               .
AUT      1930-1939      5-9                    .               .               .
AUT      1930-1939     10-14            0.000760        0.001004        0.000884
AUT      1930-1939     15-19            0.000894        0.001628        0.001270
AUT      1930-1939     20-24            0.000822        0.002201        0.001525
AUT      1930-1939     25-29            0.000803        0.001947        0.001386
AUT      1930-1939     30-34            0.000946        0.002064        0.001517
AUT      1930-1939     35-39            0.001287        0.002761        0.002041
AUT      1930-1939     40-44            0.001893        0.004062        0.002993
AUT      1930-1939     45-49            0.002703        0.005907        0.004310
AUT      1930-1939     50-54            0.003654        0.008125        0.005870
AUT      1930-1939     55-59            0.005027        0.011301        0.008083
AUT      1930-1939     60-64            0.007004        0.015775        0.011183
