Age-standardized death rates (period 5x5), 	Last modified: 05 Aug 2025; Methods Protocol: v6 (2017) 

PopName    Year          Female_1976      Male_1976      Total_1976      Female_2013      Male_2013      Total_2013
BEL      1935-1939        0.015483        0.019036        0.017136        0.024865        0.030080        0.027180
BEL      1940-1944        0.015946        0.021947        0.018790        0.025785        0.034279        0.029661
BEL      1945-1949        0.013492        0.017701        0.015433        0.022263        0.028036        0.024831
BEL      1950-1954        0.011737        0.015677        0.013569        0.020445        0.026139        0.023013
BEL      1955-1959        0.010887        0.014964        0.012806        0.019326        0.025245        0.022034
BEL      1960-1964        0.010232        0.014961        0.012373        0.018424        0.025341        0.021460
BEL      1965-1969        0.009881        0.014878        0.012131        0.017911        0.025304        0.021131
BEL      1970-1974        0.009356        0.014646        0.011647        0.017003        0.024985        0.020327
BEL      1975-1979        0.008542        0.013849        0.010801        0.015629        0.023892        0.018986
BEL      1980-1984        0.007675        0.012833        0.009838        0.014109        0.022338        0.017378
BEL      1985-1989        0.006835        0.011622        0.008830        0.012646        0.020442        0.015707
BEL      1990-1994        0.006177        0.010664        0.008026        0.011416        0.018908        0.014302
BEL      1995-1999        0.005743        0.009900        0.007467        0.010653        0.017651        0.013361
BEL      2000-2004        0.005419        0.009152        0.006962        0.010111        0.016361        0.012541
BEL      2005-2009        0.004942        0.008031        0.006257        0.009201        0.014417        0.011294
BEL      2010-2014        0.004620        0.007303        0.005779        0.008556        0.013112        0.010427
BEL      2015-2019        0.004339        0.006623        0.005349        0.008069        0.011990        0.009725
BEL      2020-2023        0.004310        0.006503        0.005290        0.008038        0.011835        0.009664
BGR      1947-1949        0.015448        0.018029        0.016685        0.022787        0.026043        0.024339
BGR      1950-1954        0.012772        0.015130        0.013896        0.019878        0.022951        0.021328
BGR      1955-1959        0.011373        0.013586        0.012425        0.018798        0.021673        0.020145
BGR      1960-1964        0.009999        0.012252        0.011071        0.017303        0.020305        0.018705
BGR      1965-1969        0.009715        0.012329        0.010962        0.017188        0.020739        0.018844
BGR      1970-1974        0.009785        0.012930        0.011277        0.017603        0.022026        0.019650
BGR      1975-1979        0.009813        0.013477        0.011552        0.017903        0.023033        0.020280
BGR      1980-1984        0.009688        0.013996        0.011699        0.017761        0.023918        0.020567
BGR      1985-1989        0.009643        0.014413        0.011881        0.017817        0.024582        0.020904
BGR      1990-1994        0.009387        0.014622        0.011799        0.017280        0.024598        0.020561
BGR      1995-1999        0.009727        0.015323        0.012262        0.017988        0.025861        0.021447
BGR      2000-2004        0.008898        0.014166        0.011252        0.016533        0.023964        0.019753
BGR      2005-2009        0.008105        0.013257        0.010419        0.015094        0.022423        0.018279
BGR      2010-2014        0.007567        0.012380        0.009731        0.014063        0.021023        0.017076
BGR      2015-2019        0.007174        0.012051        0.009331        0.013319        0.020501        0.016374
BGR      2020-2021        0.008702        0.015047        0.011453        0.015853        0.025653        0.019912
BLR      1960-1964        0.007538        0.011674        0.009059        0.012708        0.018538        0.014758
BLR      1965-1969        0.007202        0.011852        0.008905        0.012331        0.019044        0.014668
BLR      1970-1974        0.007264        0.012539        0.009196        0.012503        0.020020        0.015112
BLR      1975-1979        0.007505        0.013741        0.009840        0.012972        0.021825        0.016079
BLR      1980-1984        0.007804        0.014714        0.010396        0.013591        0.023401        0.017007
BLR      1985-1989        0.007929        0.014327        0.010328        0.014053        0.023264        0.017239
BLR      1990-1994        0.008716        0.016524        0.011777        0.015460        0.026238        0.019360
BLR      1995-1999        0.009551        0.018856        0.013301        0.016963        0.029589        0.021683
BLR      2000-2004        0.009388        0.019108        0.013325        0.016745        0.029904        0.021724
BLR      2005-2009        0.008569        0.018065        0.012386        0.015381        0.028447        0.020293
BLR      2010-2014        0.007644        0.016242        0.011042        0.013855        0.026086        0.018351
BLR      2015-2018        0.006722        0.014187        0.009572        0.012485        0.023483        0.016388
CAN      1921-1924        0.015645        0.017014        0.016319        0.023169        0.025175        0.024135
CAN      1925-1929        0.015484        0.017160        0.016320        0.023455        0.025926        0.024663
CAN      1930-1934        0.014183        0.015926        0.015046        0.021849        0.024470        0.023116
CAN      1935-1939        0.013556        0.015552        0.014574        0.021322        0.024251        0.022786
CAN      1940-1944        0.012750        0.015354        0.014070        0.020606        0.024484        0.022530
CAN      1945-1949        0.011325        0.014232        0.012791        0.018677        0.022972        0.020797
CAN      1950-1954        0.010202        0.013585        0.011902        0.017292        0.022182        0.019707
CAN      1955-1959        0.009321        0.013249        0.011266        0.016060        0.021845        0.018876
CAN      1960-1964        0.008608        0.012884        0.010700        0.014996        0.021341        0.018044
CAN      1965-1969        0.007978        0.012698        0.010213        0.013932        0.021107        0.017255
CAN      1970-1974        0.007424        0.012304        0.009677        0.013012        0.020518        0.016377
CAN      1975-1979        0.006700        0.011584        0.008891        0.011764        0.019419        0.015071
CAN      1980-1984        0.006110        0.010551        0.008053        0.010812        0.018002        0.013821
CAN      1985-1989        0.005795        0.009906        0.007561        0.010378        0.017216        0.013172
CAN      1990-1994        0.005452        0.009174        0.007034        0.009834        0.016115        0.012364
CAN      1995-1999        0.005292        0.008593        0.006689        0.009648        0.015357        0.011934
CAN      2000-2004        0.004927        0.007645        0.006084        0.009007        0.013742        0.010914
CAN      2005-2009        0.004551        0.006887        0.005551        0.008302        0.012375        0.009959
CAN      2010-2014        0.004188        0.006184        0.005057        0.007635        0.011105        0.009082
CAN      2015-2019        0.004033        0.005913        0.004874        0.007323        0.010532        0.008704
CAN      2020-2023        0.004116        0.006160        0.005051        0.007415        0.010790        0.008907
CHE      1876-1879        0.029616        0.032305        0.031033        0.042368        0.045083        0.043858
CHE      1880-1884        0.028068        0.030029        0.029024        0.040839        0.042505        0.041647
CHE      1885-1889        0.028479        0.030328        0.028976        0.041837        0.043994        0.042234
CHE      1890-1894        0.027381        0.029177        0.028523        0.040771        0.042337        0.041964
CHE      1895-1899        0.024484        0.027033        0.026019        0.036558        0.039414        0.038414
CHE      1900-1904        0.024266        0.026820        0.025401        0.036612        0.039501        0.037844
CHE      1905-1909        0.023118        0.027651        0.024711        0.035303        0.041548        0.037344
CHE      1910-1914        0.020976        0.026208        0.022832        0.032553        0.040039        0.035056
CHE      1915-1919        0.021268        0.026484        0.023041        0.033012        0.040572        0.035409
CHE      1920-1924        0.019122        0.021805        0.020388        0.030752        0.034212        0.032354
CHE      1925-1929        0.017446        0.020922        0.018972        0.028536        0.033382        0.030594
CHE      1930-1934        0.016084        0.019824        0.017728        0.026636        0.031843        0.028845
CHE      1935-1939        0.015083        0.019029        0.016766        0.025329        0.031206        0.027734
CHE      1940-1944        0.013798        0.017931        0.015507        0.023587        0.029770        0.026034
CHE      1945-1949        0.012949        0.016258        0.014411        0.022373        0.027155        0.024407
CHE      1950-1954        0.011142        0.014704        0.012712        0.019772        0.025083        0.022023
CHE      1955-1959        0.010194        0.014351        0.012223        0.018441        0.024572        0.021353
CHE      1960-1964        0.009464        0.013725        0.011324        0.017334        0.023635        0.019989
CHE      1965-1969        0.008822        0.013198        0.010714        0.016269        0.022896        0.019026
CHE      1970-1974        0.007967        0.012251        0.009802        0.014745        0.021306        0.017433
CHE      1975-1979        0.006957        0.011364        0.008833        0.012884        0.019878        0.015712
CHE      1980-1984        0.006328        0.010701        0.008172        0.011821        0.018817        0.014615
CHE      1985-1989        0.005651        0.009824        0.007393        0.010545        0.017372        0.013235
CHE      1990-1994        0.005372        0.009256        0.007018        0.009980        0.016438        0.012546
CHE      1995-1999        0.005024        0.008346        0.006434        0.009418        0.015072        0.011665
CHE      2000-2004        0.004639        0.007383        0.005819        0.008728        0.013443        0.010630
CHE      2005-2009        0.004173        0.006487        0.005170        0.007901        0.011956        0.009548
CHE      2010-2014        0.003883        0.005872        0.004742        0.007384        0.010907        0.008832
CHE      2015-2019        0.003638        0.005379        0.004399        0.006963        0.010028        0.008247
CHE      2020-2023        0.003590        0.005292        0.004358        0.006901        0.009924        0.008209
CHL      1992-1994        0.006842        0.010668        0.008522        0.012078        0.018036        0.014582
CHL      1995-1999        0.006342        0.010277        0.008054        0.011325        0.017523        0.013897
CHL      2000-2004        0.005683        0.009196        0.007211        0.010178        0.015810        0.012508
CHL      2005-2009        0.005287        0.008512        0.006693        0.009554        0.014735        0.011708
CHL      2010-2014        0.005079        0.008025        0.006365        0.009295        0.014049        0.011284
CHL      2015-2019        0.004746        0.007401        0.005909        0.008756        0.013058        0.010565
CZE      1950-1954        0.013040        0.017350        0.014908        0.022923        0.029039        0.025497
CZE      1955-1959        0.011442        0.015959        0.013407        0.020752        0.027346        0.023538
CZE      1960-1964        0.010888        0.015674        0.013057        0.019866        0.026964        0.022962
CZE      1965-1969        0.010523        0.016234        0.012969        0.019192        0.027718        0.022675
CZE      1970-1974        0.010648        0.016781        0.013270        0.019484        0.028729        0.023228
CZE      1975-1979        0.010111        0.016462        0.012721        0.018691        0.028360        0.022429
CZE      1980-1984        0.010301        0.016765        0.012976        0.019090        0.028912        0.022904
CZE      1985-1989        0.009868        0.016291        0.012522        0.018279        0.027960        0.022045
CZE      1990-1994        0.008858        0.014991        0.011421        0.016469        0.025740        0.020109
CZE      1995-1999        0.007935        0.013420        0.010118        0.014894        0.023151        0.017995
CZE      2000-2004        0.007149        0.011766        0.009115        0.013534        0.020648        0.016377
CZE      2005-2009        0.006335        0.010479        0.008089        0.012053        0.018467        0.014610
CZE      2010-2014        0.005698        0.009485        0.007315        0.010835        0.016801        0.013244
CZE      2015-2019        0.005280        0.008785        0.006781        0.010070        0.015695        0.012360
CZE      2020-2021        0.005859        0.010076        0.007674        0.011178        0.018165        0.014040
DEUTE    1956-1959        0.011356        0.014887        0.012824        0.020152        0.025271        0.022235
DEUTE    1960-1964        0.010981        0.014783        0.012534        0.019915        0.025440        0.022123
DEUTE    1965-1969        0.010842        0.014893        0.012527        0.019856        0.025970        0.022332
DEUTE    1970-1974        0.010325        0.014673        0.012030        0.019080        0.025610        0.021561
DEUTE    1975-1979        0.009917        0.014711        0.011744        0.018452        0.025783        0.021134
DEUTE    1980-1984        0.009640        0.014571        0.011494        0.017944        0.025610        0.020674
DEUTE    1985-1989        0.009100        0.014104        0.010969        0.017022        0.024816        0.019737
DEUTE    1990-1994        0.007826        0.013228        0.009932        0.014482        0.022776        0.017448
DEUTE    1995-1999        0.006419        0.011077        0.008272        0.011975        0.019320        0.014622
DEUTE    2000-2004        0.005519        0.009564        0.007167        0.010433        0.016832        0.012805
DEUTE    2005-2009        0.005037        0.008533        0.006531        0.009573        0.015120        0.011755
DEUTE    2010-2014        0.004701        0.007960        0.006112        0.008924        0.014065        0.011023
DEUTE    2015-2019        0.004518        0.007594        0.005882        0.008520        0.013417        0.010592
DEUTNP   1990-1994        0.006693        0.011310        0.008475        0.012459        0.019883        0.015100
DEUTNP   1995-1999        0.005996        0.010134        0.007634        0.011221        0.017995        0.013674
DEUTNP   2000-2004        0.005411        0.008953        0.006858        0.010176        0.016001        0.012363
DEUTNP   2005-2009        0.004963        0.007989        0.006247        0.009390        0.014384        0.011363
DEUTNP   2010-2014        0.004679        0.007397        0.005839        0.008830        0.013294        0.010647
DEUTNP   2015-2019        0.004530        0.007037        0.005639        0.008530        0.012693        0.010297
DEUTW    1956-1959        0.011316        0.015188        0.013041        0.020176        0.025707        0.022598
DEUTW    1960-1964        0.010452        0.014931        0.012346        0.018819        0.025339        0.021515
DEUTW    1965-1969        0.010113        0.015055        0.012143        0.018319        0.025681        0.021250
DEUTW    1970-1974        0.009625        0.014829        0.011719        0.017483        0.025375        0.020527
DEUTW    1975-1979        0.008663        0.013929        0.010729        0.015849        0.024044        0.018901
DEUTW    1980-1984        0.007694        0.012790        0.009655        0.014208        0.022284        0.017133
DEUTW    1985-1989        0.006831        0.011532        0.008634        0.012707        0.020345        0.015427
DEUTW    1990-1994        0.006426        0.010868        0.008136        0.011992        0.019234        0.014565
DEUTW    1995-1999        0.005899        0.009917        0.007487        0.011049        0.017700        0.013459
DEUTW    2000-2004        0.005382        0.008866        0.006785        0.010113        0.015868        0.012261
DEUTW    2005-2009        0.004949        0.007864        0.006184        0.009349        0.014218        0.011275
DEUTW    2010-2014        0.004676        0.007271        0.005780        0.008810        0.013121        0.010563
DEUTW    2015-2019        0.004534        0.006898        0.005578        0.008533        0.012510        0.010222
DNK      1835-1839        0.025937        0.029440        0.027543        0.034823        0.039353        0.036825
DNK      1840-1844        0.025012        0.028311        0.026537        0.034180        0.038707        0.036183
DNK      1845-1849        0.025891        0.029339        0.027488        0.035030        0.039648        0.037078
DNK      1850-1854        0.024670        0.028342        0.026336        0.033757        0.038656        0.035874
DNK      1855-1859        0.024560        0.028022        0.026061        0.034293        0.039225        0.036339
DNK      1860-1864        0.023532        0.027275        0.025136        0.033055        0.038825        0.035385
DNK      1865-1869        0.023869        0.026544        0.025117        0.032783        0.036867        0.034591
DNK      1870-1874        0.022776        0.025877        0.024057        0.032076        0.036608        0.033851
DNK      1875-1879        0.022523        0.025743        0.023924        0.031606        0.036384        0.033594
DNK      1880-1884        0.021309        0.024583        0.022704        0.029908        0.034945        0.031964
DNK      1885-1889        0.020864        0.023770        0.022155        0.029527        0.033983        0.031421
DNK      1890-1894        0.021810        0.025127        0.023234        0.031367        0.036253        0.033373
DNK      1895-1899        0.018869        0.022437        0.020352        0.027757        0.032784        0.029750
DNK      1900-1904        0.018110        0.021800        0.019685        0.027190        0.032706        0.029433
DNK      1905-1909        0.017419        0.020425        0.018718        0.026588        0.031028        0.028412
DNK      1910-1914        0.016384        0.019102        0.017597        0.025455        0.029333        0.027120
DNK      1915-1919        0.017223        0.018907        0.018003        0.026652        0.028902        0.027649
DNK      1920-1924        0.016229        0.017268        0.016687        0.025967        0.027470        0.026593
DNK      1925-1929        0.015603        0.016649        0.016069        0.025260        0.026928        0.025964
DNK      1930-1934        0.015178        0.016280        0.015673        0.024820        0.026340        0.025470
DNK      1935-1939        0.014600        0.015781        0.015169        0.024383        0.025948        0.025117
DNK      1940-1944        0.013261        0.014647        0.013886        0.022654        0.024620        0.023513
DNK      1945-1949        0.011942        0.013319        0.012589        0.020522        0.022483        0.021415
DNK      1950-1954        0.010985        0.012440        0.011689        0.019720        0.021601        0.020617
DNK      1955-1959        0.010272        0.012181        0.011043        0.018467        0.021204        0.019542
DNK      1960-1964        0.009462        0.012459        0.010861        0.017292        0.021764        0.019346
DNK      1965-1969        0.008864        0.012425        0.010492        0.016089        0.021556        0.018539
DNK      1970-1974        0.008009        0.011989        0.009808        0.014384        0.020609        0.017124
DNK      1975-1979        0.007523        0.011839        0.009431        0.013469        0.020416        0.016431
DNK      1980-1984        0.007358        0.011877        0.009306        0.013095        0.020476        0.016145
DNK      1985-1989        0.007250        0.011443        0.009055        0.012798        0.019713        0.015633
DNK      1990-1994        0.007199        0.011166        0.008875        0.012807        0.019497        0.015487
DNK      1995-1999        0.006926        0.010461        0.008415        0.012387        0.018507        0.014818
DNK      2000-2004        0.006371        0.009381        0.007663        0.011542        0.016781        0.013655
DNK      2005-2009        0.005730        0.008385        0.006892        0.010514        0.015070        0.012392
DNK      2010-2014        0.005068        0.007347        0.006071        0.009385        0.013319        0.011032
DNK      2015-2019        0.004629        0.006706        0.005555        0.008655        0.012285        0.010204
DNK      2020-2024        0.004415        0.006451        0.005304        0.008319        0.011875        0.009838
ESP      1908-1909        0.025853        0.028772        0.027189        0.034866        0.039156        0.036725
ESP      1910-1914        0.025196        0.028379        0.026656        0.034444        0.039186        0.036517
ESP      1915-1919        0.027133        0.030857        0.028800        0.036527        0.042254        0.038973
ESP      1920-1924        0.023639        0.027905        0.025534        0.032432        0.038806        0.035139
ESP      1925-1929        0.020541        0.025148        0.022579        0.028949        0.035891        0.031878
ESP      1930-1934        0.018894        0.023405        0.020879        0.027105        0.033793        0.029900
ESP      1935-1939        0.018932        0.027306        0.022681        0.027691        0.038928        0.032494
ESP      1940-1944        0.017567        0.024889        0.020753        0.026020        0.036120        0.030206
ESP      1945-1949        0.013771        0.018894        0.015958        0.021116        0.028585        0.024148
ESP      1950-1954        0.012177        0.016237        0.013896        0.019699        0.025894        0.022186
ESP      1955-1959        0.010939        0.014817        0.012579        0.018552        0.024508        0.020947
ESP      1960-1964        0.009710        0.013655        0.011378        0.016866        0.022971        0.019318
ESP      1965-1969        0.008958        0.013030        0.010693        0.015881        0.022143        0.018429
ESP      1970-1974        0.008446        0.012547        0.010203        0.015351        0.021689        0.017941
ESP      1975-1979        0.007449        0.011564        0.009210        0.013747        0.020110        0.016343
ESP      1980-1984        0.006374        0.010351        0.008075        0.011913        0.018097        0.014434
ESP      1985-1989        0.005865        0.009838        0.007589        0.011030        0.017163        0.013562
ESP      1990-1994        0.005357        0.009451        0.007140        0.010085        0.016387        0.012696
ESP      1995-1999        0.004881        0.008811        0.006594        0.009285        0.015506        0.011864
ESP      2000-2004        0.004451        0.008063        0.006026        0.008514        0.014324        0.010925
ESP      2005-2009        0.004037        0.007255        0.005443        0.007744        0.013021        0.009944
ESP      2010-2014        0.003619        0.006387        0.004831        0.006921        0.011584        0.008875
ESP      2015-2019        0.003451        0.005986        0.004565        0.006599        0.010933        0.008430
ESP      2020-2023        0.003474        0.006016        0.004589        0.006618        0.011008        0.008474
EST      1960-1964        0.009628        0.015911        0.011775        0.017240        0.026293        0.020112
EST      1965-1969        0.009409        0.015716        0.011654        0.017013        0.026030        0.019988
EST      1970-1974        0.009120        0.015681        0.011547        0.016462        0.025794        0.019655
EST      1975-1979        0.009448        0.016530        0.012107        0.016994        0.026855        0.020393
EST      1980-1984        0.009224        0.016866        0.012102        0.016506        0.027209        0.020206
EST      1985-1989        0.009106        0.016083        0.011745        0.016403        0.026367        0.019862
EST      1990-1994        0.009509        0.018089        0.012953        0.016870        0.028634        0.021231
EST      1995-1999        0.008664        0.017164        0.012126        0.015319        0.026868        0.019688
EST      2000-2004        0.007718        0.015630        0.010919        0.013818        0.024773        0.017943
EST      2005-2009        0.006568        0.013838        0.009457        0.011963        0.022490        0.015837
EST      2010-2014        0.005504        0.011480        0.007780        0.010165        0.019149        0.013330
EST      2015-2019        0.005016        0.009980        0.007003        0.009283        0.016871        0.012107
FIN      1878-1879        0.026294        0.028488        0.026727        0.036570        0.039788        0.036979
FIN      1880-1884        0.026228        0.030277        0.027971        0.036433        0.042456        0.038818
FIN      1885-1889        0.024613        0.027786        0.026028        0.034745        0.039240        0.036636
FIN      1890-1894        0.025320        0.028951        0.026997        0.036206        0.041520        0.038512
FIN      1895-1899        0.022649        0.026473        0.024237        0.032899        0.038560        0.035104
FIN      1900-1904        0.023355        0.026787        0.024896        0.033269        0.038215        0.035358
FIN      1905-1909        0.022158        0.026779        0.024131        0.032182        0.038810        0.034870
FIN      1910-1914        0.020980        0.025514        0.022884        0.030868        0.037247        0.033425
FIN      1915-1919        0.023785        0.032813        0.027990        0.034917        0.045761        0.039795
FIN      1920-1924        0.019805        0.024880        0.022085        0.029723        0.036311        0.032576
FIN      1925-1929        0.018939        0.024356        0.021351        0.028697        0.035819        0.031750
FIN      1930-1934        0.017567        0.023224        0.019985        0.027067        0.034449        0.030097
FIN      1935-1939        0.017258        0.022587        0.019645        0.027084        0.033237        0.029774
FIN      1940-1944        0.016898        0.029779        0.022920        0.027169        0.040565        0.033317
FIN      1945-1949        0.014580        0.021964        0.017744        0.024081        0.034205        0.028242
FIN      1950-1954        0.013037        0.018959        0.015455        0.022972        0.031169        0.026154
FIN      1955-1959        0.011860        0.017574        0.014176        0.021382        0.029196        0.024406
FIN      1960-1964        0.011394        0.017193        0.013803        0.020891        0.028668        0.023991
FIN      1965-1969        0.010982        0.017294        0.013635        0.020377        0.029116        0.023892
FIN      1970-1974        0.009485        0.016327        0.012298        0.017660        0.027361        0.021448
FIN      1975-1979        0.008071        0.014847        0.010826        0.014943        0.024923        0.018768
FIN      1980-1984        0.007019        0.013143        0.009457        0.013155        0.022400        0.016602
FIN      1985-1989        0.006884        0.012538        0.009173        0.012923        0.021487        0.016151
FIN      1990-1994        0.006442        0.011526        0.008511        0.012173        0.020000        0.015127
FIN      1995-1999        0.005823        0.010471        0.007717        0.011076        0.018369        0.013835
FIN      2000-2004        0.005286        0.009217        0.006942        0.010047        0.016299        0.012490
FIN      2005-2009        0.004685        0.008268        0.006233        0.008769        0.014488        0.011077
FIN      2010-2014        0.004363        0.007435        0.005709        0.008237        0.013227        0.010297
FIN      2015-2019        0.004083        0.006742        0.005267        0.007737        0.012154        0.009602
FIN      2020-2024        0.004055        0.006639        0.005199        0.007670        0.011990        0.009507
FRACNP   1816-1819        0.027875        0.029013        0.028434        0.036760        0.037847        0.037289
FRACNP   1820-1824        0.026727        0.027651        0.027188        0.035218        0.036086        0.035646
FRACNP   1825-1829        0.027705        0.028821        0.028254        0.036502        0.037806        0.037133
FRACNP   1830-1834        0.028963        0.030027        0.029477        0.038248        0.039431        0.038811
FRACNP   1835-1839        0.027186        0.028549        0.027871        0.036502        0.038302        0.037383
FRACNP   1840-1844        0.026379        0.027851        0.027085        0.035649        0.037594        0.036562
FRACNP   1845-1849        0.027596        0.029081        0.028302        0.037401        0.039401        0.038325
FRACNP   1850-1854        0.027143        0.028679        0.027863        0.037142        0.039344        0.038132
FRACNP   1855-1859        0.028648        0.030246        0.029423        0.038919        0.040859        0.039826
FRACNP   1860-1864        0.025780        0.027221        0.026463        0.035377        0.037379        0.036295
FRACNP   1865-1869        0.026762        0.028740        0.027726        0.036842        0.039395        0.038052
FRACNP   1870-1874        0.028171        0.031842        0.029964        0.038308        0.042838        0.040453
FRACNP   1875-1879        0.025122        0.027774        0.026382        0.035327        0.039050        0.037045
FRACNP   1880-1884        0.024611        0.027784        0.026023        0.034007        0.038549        0.035953
FRACNP   1885-1889        0.024070        0.027378        0.025543        0.033548        0.038182        0.035540
FRACNP   1890-1894        0.025120        0.028767        0.026793        0.035980        0.041125        0.038250
FRACNP   1895-1899        0.023199        0.026752        0.024923        0.033542        0.038438        0.035839
FRACNP   1900-1904        0.022718        0.026865        0.024665        0.033153        0.039037        0.035816
FRACNP   1905-1909        0.022203        0.027022        0.024421        0.032948        0.039811        0.035982
FRACNP   1910-1914        0.020695        0.025732        0.022985        0.030974        0.038071        0.034070
FRACNP   1915-1919        0.022273        0.031195        0.025418        0.032943        0.043396        0.036737
FRACNP   1920-1924        0.018800        0.023278        0.020804        0.028651        0.035069        0.031401
FRACNP   1925-1929        0.018547        0.023629        0.020781        0.028818        0.036200        0.031920
FRACNP   1930-1934        0.016644        0.022039        0.019003        0.026120        0.033866        0.029366
FRACNP   1935-1939        0.015823        0.021756        0.018430        0.025242        0.033694        0.028805
FRACNP   1940-1944        0.017095        0.024492        0.020245        0.027749        0.037951        0.031924
FRACNP   1945-1949        0.013054        0.017928        0.015100        0.021431        0.028537        0.024266
FRACNP   1950-1954        0.011529        0.016771        0.013729        0.019821        0.027728        0.022960
FRACNP   1955-1959        0.010210        0.015580        0.012428        0.017965        0.026078        0.021132
FRACNP   1960-1964        0.009260        0.014905        0.011615        0.016544        0.025062        0.019874
FRACNP   1965-1969        0.008638        0.014454        0.011054        0.015489        0.024300        0.018917
FRACNP   1970-1974        0.007978        0.013666        0.010353        0.014412        0.023050        0.017785
