Life tables (cohort 5x1), Total 	Last modified: 05 Aug 2025; Methods Protocol: v6 (2017) 

PopName    Year          Age         mx       qx    ax      lx      dx      Lx       Tx     ex
CHE        1879        15-19     0.00475  0.02346  2.64   70399    1652  348090  3539999  50.28
CHE        1879        20-24     0.00561  0.02767  2.49   68747    1903  338969  3191909  46.43
CHE        1879        25-29     0.00635  0.03127  2.50   66845    2090  329007  2852940  42.68
CHE        1879        30-34     0.00612  0.03015  2.48   64755    1952  318856  2523933  38.98
CHE        1879        35-39     0.00799  0.03930  2.85   62802    2468  308698  2205077  35.11
CHE        1879        40-44     0.00746  0.03659  2.47   60334    2208  296094  1896378  31.43
CHE        1879        45-49     0.00950  0.04644  2.65   58127    2700  284298  1600285  27.53
CHE        1879        50-54     0.01268  0.06154  2.61   55427    3411  268971  1315987  23.74
CHE        1879        55-59     0.01642  0.07895  2.59   52016    4107  250168  1047016  20.13
CHE        1879        60-64     0.02435  0.11507  2.61   47909    5513  226380   796848  16.63
CHE        1879        65-69     0.03589  0.16527  2.61   42396    7007  195213   570467  13.46
CHE        1879        70-74     0.05257  0.23313  2.57   35390    8251  156939   375254  10.60
CHE        1879        75-79     0.08398  0.34672  2.49   27139    9410  112046   218315   8.04
CHE        1879        80-84     0.13074  0.49019  2.45   17730    8691   66475   106269   5.99
CHE        1879        85-89     0.20010  0.64747  2.28    9039    5852   29247    39794   4.40
CHE        1879        90-94     0.28421  0.77203  2.04    3186    2460    8656    10547   3.31
CHE        1879        95-99     0.36810  0.86228  1.92     726     626    1702     1891   2.60
CHE        1879       100-104    0.52701  0.92045  1.47     100      92     175      189   1.89
CHE        1879       105-109    0.55248  1.00000  1.81       8       8      14       14   1.81
CHE        1879       110+             .        .     .       0       0       0        0      .
CHE        1880           0      0.21408  0.18638  0.31  100000   18638   87060  4780842  47.81
CHE        1880         1-4      0.02030  0.07703  1.34   81362    6268  308807  4693782  57.69
CHE        1880         5-9      0.00487  0.02403  2.24   75095    1805  370493  4384975  58.39
CHE        1880        10-14     0.00316  0.01565  2.44   73290    1147  363517  4014482  54.78
CHE        1880        15-19     0.00443  0.02194  2.69   72143    1583  357061  3650965  50.61
CHE        1880        20-24     0.00615  0.03032  2.60   70560    2139  347669  3293904  46.68
CHE        1880        25-29     0.00617  0.03039  2.46   68421    2079  336827  2946234  43.06
CHE        1880        30-34     0.00594  0.02927  2.48   66342    1942  326806  2609408  39.33
CHE        1880        35-39     0.00812  0.03987  2.72   64400    2567  316148  2282602  35.44
CHE        1880        40-44     0.00688  0.03383  2.55   61832    2092  304031  1966453  31.80
CHE        1880        45-49     0.00899  0.04400  2.64   59740    2629  292488  1662422  27.83
CHE        1880        50-54     0.01258  0.06104  2.59   57111    3486  277167  1369934  23.99
CHE        1880        55-59     0.01667  0.08014  2.61   53625    4298  257857  1092767  20.38
CHE        1880        60-64     0.02321  0.10998  2.62   49327    5425  233722   834910  16.93
CHE        1880        65-69     0.03476  0.16039  2.60   43902    7042  202591   601188  13.69
CHE        1880        70-74     0.05108  0.22699  2.55   36861    8367  163797   398597  10.81
CHE        1880        75-79     0.08079  0.33616  2.50   28494    9578  118563   234799   8.24
CHE        1880        80-84     0.12565  0.47558  2.45   18915    8996   71594   116236   6.15
CHE        1880        85-89     0.19458  0.63607  2.28    9920    6310   32426    44643   4.50
CHE        1880        90-94     0.27344  0.75966  2.08    3610    2742   10029    12217   3.38
CHE        1880        95-99     0.38014  0.86401  1.84     868     750    1972     2188   2.52
CHE        1880       100-104    0.54969  0.95960  1.61     118     113     206      216   1.83
CHE        1880       105-109    0.49960  1.00000  2.00       5       5      10       10   2.00
CHE        1880       110+             .        .     .       0       0       0        0      .
CHE        1881           0      0.21275  0.18537  0.31  100000   18537   87131  4905323  49.05
CHE        1881         1-4      0.01745  0.06683  1.44   81463    5444  311926  4818192  59.15
CHE        1881         5-9      0.00478  0.02361  2.33   76019    1795  375312  4506265  59.28
CHE        1881        10-14     0.00307  0.01524  2.40   74225    1131  368179  4130954  55.65
CHE        1881        15-19     0.00423  0.02097  2.67   73093    1533  361902  3762775  51.48
CHE        1881        20-24     0.00524  0.02588  2.60   71561    1852  353352  3400873  47.52
CHE        1881        25-29     0.00547  0.02700  2.52   69709    1882  343885  3047521  43.72
CHE        1881        30-34     0.00533  0.02629  2.40   67826    1783  334491  2703635  39.86
CHE        1881        35-39     0.00772  0.03787  2.54   66043    2501  324053  2369144  35.87
CHE        1881        40-44     0.00639  0.03146  2.51   63542    1999  312739  2045091  32.18
CHE        1881        45-49     0.00830  0.04073  2.66   61543    2507  301854  1732352  28.15
CHE        1881        50-54     0.01155  0.05618  2.60   59036    3317  287219  1430498  24.23
CHE        1881        55-59     0.01607  0.07740  2.64   55720    4313  268427  1143279  20.52
CHE        1881        60-64     0.02242  0.10647  2.64   51407    5473  244120   874852  17.02
CHE        1881        65-69     0.03380  0.15616  2.56   45934    7173  212199   630733  13.73
CHE        1881        70-74     0.05115  0.22796  2.62   38761    8836  172740   418533  10.80
CHE        1881        75-79     0.08037  0.33521  2.53   29925   10031  124817   245794   8.21
CHE        1881        80-84     0.12850  0.48255  2.42   19894    9600   74708   120977   6.08
CHE        1881        85-89     0.19301  0.63413  2.30   10294    6528   33821    46269   4.49
CHE        1881        90-94     0.28238  0.76916  2.04    3766    2897   10258    12448   3.31
CHE        1881        95-99     0.38272  0.87500  1.90     869     761    1988     2189   2.52
CHE        1881       100-104    0.54311  0.96667  1.67     109     105     193      201   1.85
CHE        1881       105-109    0.44962  1.00000  2.22       4       4       8        8   2.22
CHE        1881       110+             .        .     .       0       0       0        0      .
CHE        1882           0      0.18914  0.16718  0.31  100000   16718   88393  4993832  49.94
CHE        1882         1-4      0.01743  0.06675  1.43   83282    5559  318836  4905440  58.90
CHE        1882         5-9      0.00518  0.02552  2.31   77723    1983  383274  4586603  59.01
CHE        1882        10-14     0.00310  0.01539  2.44   75740    1165  375710  4203330  55.50
CHE        1882        15-19     0.00417  0.02063  2.77   74574    1539  369447  3827620  51.33
CHE        1882        20-24     0.00568  0.02798  2.49   73036    2044  360040  3458173  47.35
