Age-standardized death rates (period 5x1), 	Last modified: 05 Aug 2025; Methods Protocol: v6 (2017) 

PopName    Year          Female_1976      Male_1976      Total_1976      Female_2013      Male_2013      Total_2013
AUS        1921           0.013727        0.017178        0.015503        0.021184        0.026069        0.023665
AUS        1922           0.013280        0.016726        0.015065        0.021158        0.026065        0.023664
AUS        1923           0.014513        0.017704        0.016146        0.023248        0.027787        0.025541
AUS        1924           0.013608        0.016987        0.015351        0.021647        0.026679        0.024197
AUS        1925           0.013048        0.016617        0.014867        0.020801        0.026053        0.023432
AUS        1926           0.013405        0.017094        0.015277        0.021307        0.027058        0.024150
AUS        1927           0.013573        0.016850        0.015220        0.021661        0.026596        0.024090
AUS        1928           0.013646        0.016517        0.015120        0.021805        0.025896        0.023880
AUS        1929           0.013541        0.017351        0.015468        0.022004        0.027595        0.024787
AUS        1930           0.012099        0.015179        0.013631        0.019415        0.023951        0.021635
AUS        1931           0.012354        0.015546        0.013943        0.020121        0.024923        0.022479
AUS        1932           0.012181        0.015386        0.013799        0.019825        0.024702        0.022253
AUS        1933           0.012464        0.015686        0.014081        0.020517        0.025295        0.022889
AUS        1934           0.012857        0.016144        0.014463        0.020913        0.026010        0.023361
AUS        1935           0.012817        0.016179        0.014449        0.021003        0.026052        0.023411
AUS        1936           0.012420        0.015810        0.014148        0.020142        0.025200        0.022670
AUS        1937           0.012190        0.015688        0.013890        0.020037        0.025303        0.022552
AUS        1938           0.012393        0.015736        0.014015        0.020539        0.025430        0.022877
AUS        1939           0.012646        0.016482        0.014515        0.021201        0.026986        0.023973
AUS        1940           0.011962        0.015955        0.013890        0.019859        0.025756        0.022660
AUS        1941           0.012396        0.016070        0.014198        0.020716        0.026160        0.023331
AUS        1942           0.013039        0.016789        0.014828        0.021789        0.027591        0.024505
AUS        1943           0.012500        0.016549        0.014555        0.020989        0.027308        0.024139
AUS        1944           0.011850        0.014773        0.013409        0.019842        0.024426        0.022227
AUS        1945           0.011681        0.014663        0.013265        0.019690        0.024381        0.022120
AUS        1946           0.011485        0.015469        0.013366        0.019560        0.025834        0.022454
AUS        1947           0.010962        0.014862        0.012814        0.018745        0.024555        0.021446
AUS        1948           0.011196        0.015490        0.013201        0.019392        0.025816        0.022325
AUS        1949           0.010624        0.014933        0.012648        0.018310        0.024851        0.021310
AUS        1950           0.011171        0.015205        0.013222        0.019325        0.025334        0.022315
AUS        1951           0.011291        0.015581        0.013474        0.019549        0.026039        0.022761
AUS        1952           0.010588        0.015187        0.012743        0.018440        0.025251        0.021552
AUS        1953           0.010607        0.014572        0.012625        0.018419        0.024307        0.021340
AUS        1954           0.010089        0.014693        0.012215        0.017690        0.024709        0.020839
AUS        1955           0.009774        0.014665        0.012085        0.017166        0.024634        0.020587
AUS        1956           0.010236        0.015404        0.012595        0.018083        0.026125        0.021633
AUS        1957           0.009880        0.014911        0.012154        0.017334        0.024935        0.020655
AUS        1958           0.009138        0.013983        0.011342        0.016081        0.023492        0.019331
AUS        1959           0.009522        0.014681        0.011880        0.016828        0.024667        0.020290
AUS        1960           0.009185        0.014648        0.011491        0.016205        0.024614        0.019631
AUS        1961           0.008964        0.014451        0.011301        0.015817        0.024268        0.019278
AUS        1962           0.009129        0.014380        0.011502        0.016116        0.024273        0.019645
AUS        1963           0.009079        0.014331        0.011441        0.015979        0.024094        0.019481
AUS        1964           0.009368        0.015002        0.011877        0.016562        0.025305        0.020289
AUS        1965           0.009233        0.014754        0.011700        0.016197        0.024811        0.019865
AUS        1966           0.009353        0.015046        0.011853        0.016560        0.025413        0.020279
AUS        1967           0.009012        0.014582        0.011478        0.015825        0.024433        0.019468
AUS        1968           0.009335        0.015346        0.011979        0.016565        0.026010        0.020527
AUS        1969           0.008826        0.014579        0.011353        0.015488        0.024403        0.019218
AUS        1970           0.009301        0.014986        0.011829        0.016334        0.025270        0.020106
AUS        1971           0.008704        0.014103        0.011074        0.015385        0.023951        0.018943
AUS        1972           0.008489        0.013980        0.010893        0.015020        0.023749        0.018633
AUS        1973           0.008294        0.013855        0.010719        0.014722        0.023443        0.018328
AUS        1974           0.008554        0.014213        0.011012        0.015244        0.024264        0.018941
AUS        1975           0.007779        0.013123        0.010093        0.013753        0.022237        0.017216
AUS        1976           0.007852        0.013280        0.010205        0.014065        0.022785        0.017627
AUS        1977           0.007383        0.012565        0.009605        0.013144        0.021377        0.016475
AUS        1978           0.007209        0.012334        0.009409        0.012823        0.021025        0.016145
AUS        1979           0.006865        0.011833        0.009019        0.012307        0.020236        0.015548
AUS        1980           0.006771        0.011793        0.008937        0.012183        0.020255        0.015466
AUS        1981           0.006651        0.011649        0.008787        0.011964        0.020088        0.015229
AUS        1982           0.006830        0.011742        0.008944        0.012344        0.020413        0.015607
AUS        1983           0.006410        0.010991        0.008352        0.011507        0.019048        0.014514
AUS        1984           0.006460        0.010907        0.008367        0.011671        0.018997        0.014623
AUS        1985           0.006598        0.010979        0.008468        0.011998        0.019278        0.014913
AUS        1986           0.006207        0.010325        0.007985        0.011261        0.018035        0.014012
AUS        1987           0.006236        0.010410        0.008074        0.011349        0.018277        0.014198
AUS        1988           0.006062        0.010197        0.007834        0.011054        0.017952        0.013830
AUS        1989           0.006280        0.010488        0.008072        0.011559        0.018617        0.014391
AUS        1990           0.005815        0.009611        0.007456        0.010604        0.016965        0.013185
AUS        1991           0.005659        0.009303        0.007232        0.010312        0.016455        0.012805
AUS        1992           0.005652        0.009319        0.007230        0.010378        0.016576        0.012889
AUS        1993           0.005444        0.008911        0.006960        0.009969        0.015877        0.012392
AUS        1994           0.005545        0.009174        0.007096        0.010242        0.016457        0.012747
AUS        1995           0.005353        0.008674        0.006792        0.009875        0.015522        0.012186
AUS        1996           0.005315        0.008691        0.006771        0.009824        0.015630        0.012183
AUS        1997           0.005247        0.008406        0.006609        0.009714        0.015109        0.011915
AUS        1998           0.005008        0.008082        0.006350        0.009258        0.014530        0.011430
AUS        1999           0.004880        0.007821        0.006172        0.009060        0.014092        0.011151
AUS        2000           0.004856        0.007702        0.006092        0.008994        0.013907        0.011011
AUS        2001           0.004672        0.007374        0.005854        0.008690        0.013327        0.010611
AUS        2002           0.004736        0.007392        0.005889        0.008815        0.013493        0.010733
AUS        2003           0.004566        0.007065        0.005679        0.008508        0.012866        0.010341
AUS        2004           0.004442        0.006899        0.005524        0.008281        0.012582        0.010075
AUS        2005           0.004290        0.006593        0.005318        0.008005        0.011976        0.009689
AUS        2006           0.004259        0.006531        0.005262        0.007958        0.011915        0.009622
AUS        2007           0.004301        0.006550        0.005304        0.008038        0.011920        0.009692
AUS        2008           0.004264        0.006470        0.005246        0.008021        0.011854        0.009649
AUS        2009           0.004106        0.006228        0.005059        0.007672        0.011353        0.009252
AUS        2010           0.004047        0.006060        0.004955        0.007589        0.011081        0.009094
AUS        2011           0.004039        0.006032        0.004947        0.007551        0.011038        0.009072
AUS        2012           0.004009        0.005869        0.004851        0.007545        0.010776        0.008948
AUS        2013           0.003844        0.005699        0.004691        0.007192        0.010397        0.008601
AUS        2014           0.003930        0.005705        0.004745        0.007363        0.010403        0.008710
AUS        2015           0.003892        0.005678        0.004717        0.007306        0.010318        0.008651
AUS        2016           0.003788        0.005601        0.004617        0.007102        0.010191        0.008471
AUS        2017           0.003848        0.005630        0.004671        0.007200        0.010218        0.008550
AUS        2018           0.003613        0.005327        0.004403        0.006732        0.009635        0.008031
AUS        2019           0.003610        0.005303        0.004399        0.006750        0.009566        0.008027
AUS        2020           0.003441        0.005088        0.004207        0.006405        0.009162        0.007655
AUS        2021           0.003552        0.005181        0.004313        0.006618        0.009362        0.007867
AUT        1947           0.014041        0.018209        0.015844        0.023012        0.029044        0.025527
AUT        1948           0.013034        0.016644        0.014596        0.021423        0.026137        0.023399
AUT        1949           0.013762        0.017227        0.015254        0.023136        0.027734        0.025054
AUT        1950           0.012841        0.016721        0.014487        0.021622        0.027004        0.023837
AUT        1951           0.013337        0.017910        0.015486        0.023105        0.029394        0.026029
AUT        1952           0.012065        0.016097        0.013814        0.021038        0.026865        0.023492
AUT        1953           0.011950        0.016127        0.013728        0.020917        0.026919        0.023402
AUT        1954           0.011774        0.016367        0.013680        0.020685        0.027373        0.023377
AUT        1955           0.011546        0.016327        0.013612        0.020286        0.027291        0.023225
AUT        1956           0.011710        0.016193        0.013713        0.020619        0.027116        0.023438
AUT        1957           0.011533        0.016337        0.013586        0.020270        0.027036        0.023071
AUT        1958           0.010919        0.015771        0.012945        0.019249        0.026284        0.022093
AUT        1959           0.010820        0.015701        0.012892        0.019087        0.026132        0.021978
AUT        1960           0.010822        0.016117        0.013030        0.019303        0.027070        0.022431
AUT        1961           0.010036        0.015322        0.012188        0.017905        0.025592        0.020929
AUT        1962           0.010592        0.015820        0.012757        0.019012        0.026947        0.022170
AUT        1963           0.010488        0.015691        0.012648        0.018830        0.026752        0.021983
AUT        1964           0.010098        0.014954        0.012186        0.018033        0.025200        0.020994
AUT        1965           0.010318        0.015686        0.012502        0.018650        0.026711        0.021796
AUT        1966           0.009880        0.014927        0.011950        0.017835        0.025225        0.020737
AUT        1967           0.010097        0.015589        0.012321        0.018330        0.026469        0.021482
AUT        1968           0.010067        0.015545        0.012294        0.018280        0.026469        0.021462
AUT        1969           0.010233        0.015779        0.012480        0.018504        0.026753        0.021701
AUT        1970           0.010132        0.015922        0.012449        0.018359        0.027077        0.021681
AUT        1971           0.010003        0.015684        0.012264        0.018256        0.026727        0.021461
AUT        1972           0.009565        0.015109        0.011793        0.017344        0.025697        0.020525
AUT        1973           0.009253        0.014641        0.011406        0.016851        0.024960        0.019925
AUT        1974           0.009252        0.014761        0.011458        0.016861        0.025228        0.020027
AUT        1975           0.009457        0.015049        0.011670        0.017348        0.025962        0.020565
AUT        1976           0.009211        0.014651        0.011358        0.017028        0.025351        0.020132
AUT        1977           0.008750        0.014098        0.010852        0.016095        0.024280        0.019125
AUT        1978           0.008817        0.014442        0.011021        0.016415        0.025050        0.019595
AUT        1979           0.008537        0.013987        0.010682        0.015783        0.024099        0.018863
AUT        1980           0.008522        0.013768        0.010580        0.015795        0.023754        0.018731
AUT        1981           0.008320        0.013803        0.010471        0.015500        0.023963        0.018613
AUT        1982           0.008171        0.013473        0.010249        0.015164        0.023267        0.018138
AUT        1983           0.008368        0.013559        0.010406        0.015547        0.023466        0.018465
AUT        1984           0.007702        0.012940        0.009731        0.014300        0.022281        0.017199
AUT        1985           0.007769        0.012718        0.009732        0.014556        0.022249        0.017393
AUT        1986           0.007520        0.012291        0.009399        0.014084        0.021440        0.016785
AUT        1987           0.007262        0.011841        0.009067        0.013603        0.020675        0.016196
AUT        1988           0.007027        0.011572        0.008810        0.013172        0.020239        0.015753
AUT        1989           0.006894        0.011551        0.008711        0.012929        0.020255        0.015578
AUT        1990           0.006727        0.011160        0.008479        0.012614        0.019558        0.015167
AUT        1991           0.006662        0.011098        0.008417        0.012524        0.019442        0.015066
AUT        1992           0.006559        0.010991        0.008314        0.012325        0.019327        0.014891
AUT        1993           0.006528        0.010778        0.008237        0.012216        0.018967        0.014727
AUT        1994           0.006280        0.010466        0.007944        0.011759        0.018342        0.014182
AUT        1995           0.006151        0.010416        0.007844        0.011578        0.018304        0.014053
AUT        1996           0.006104        0.010207        0.007745        0.011491        0.018004        0.013903
AUT        1997           0.005845        0.009973        0.007493        0.011063        0.017736        0.013521
AUT        1998           0.005725        0.009665        0.007314        0.010858        0.017231        0.013231
AUT        1999           0.005734        0.009388        0.007227        0.010869        0.016706        0.013091
AUT        2000           0.005564        0.009016        0.007002        0.010495        0.016004        0.012619
AUT        2001           0.005288        0.008632        0.006676        0.009991        0.015368        0.012058
AUT        2002           0.005311        0.008712        0.006757        0.010090        0.015569        0.012231
AUT        2003           0.005366        0.008606        0.006708        0.010203        0.015402        0.012216
AUT        2004           0.005007        0.008238        0.006327        0.009511        0.014691        0.011490
AUT        2005           0.005025        0.008021        0.006309        0.009478        0.014357        0.011416
AUT        2006           0.004759        0.007783        0.006021        0.009080        0.014003        0.010998
AUT        2007           0.004698        0.007651        0.005942        0.008945        0.013733        0.010836
AUT        2008           0.004718        0.007594        0.005918        0.008967        0.013705        0.010807
AUT        2009           0.004700        0.007539        0.005931        0.008912        0.013528        0.010793
AUT        2010           0.004545        0.007394        0.005764        0.008607        0.013198        0.010461
AUT        2011           0.004391        0.007075        0.005556        0.008277        0.012687        0.010084
AUT        2012           0.004538        0.007077        0.005658        0.008585        0.012750        0.010318
AUT        2013           0.004409        0.007009        0.005536        0.008365        0.012657        0.010130
AUT        2014           0.004280        0.006670        0.005328        0.008060        0.012027        0.009715
AUT        2015           0.004369        0.006871        0.005468        0.008324        0.012470        0.010065
AUT        2016           0.004189        0.006606        0.005234        0.007926        0.011939        0.009590
AUT        2017           0.004267        0.006570        0.005280        0.008132        0.011937        0.009739
AUT        2018           0.004240        0.006538        0.005271        0.008054        0.011879        0.009697
AUT        2019           0.004184        0.006369        0.005176        0.007887        0.011602        0.009490
AUT        2020           0.004346        0.006847        0.005447        0.008328        0.012586        0.010135
AUT        2021           0.004328        0.006908        0.005459        0.008248        0.012531        0.010061
AUT        2022           0.004354        0.006763        0.005434        0.008333        0.012406        0.010091
AUT        2023           0.004125        0.006432        0.005166        0.007893        0.011793        0.009582
BEL        1841           0.026233        0.026790        0.026470        0.034497        0.035620        0.034979
BEL        1842           0.027548        0.028255        0.027828        0.036077        0.037663        0.036731
BEL        1843           0.026211        0.026643        0.026384        0.034435        0.035322        0.034814
BEL        1844           0.026673        0.026928        0.026763        0.036344        0.036994        0.036611
BEL        1845           0.026814        0.027805        0.027232        0.036007        0.038231        0.036980
BEL        1846           0.028865        0.031940        0.030265        0.038435        0.043103        0.040558
BEL        1847           0.032411        0.037669        0.034798        0.043176        0.050487        0.046464
BEL        1848           0.031241        0.032601        0.031785        0.042237        0.044997        0.043362
BEL        1849           0.033496        0.034384        0.033857        0.043410        0.045106        0.044095
BEL        1850           0.026219        0.026420        0.026308        0.035675        0.036503        0.036038
BEL        1851           0.026093        0.026863        0.026416        0.035304        0.037042        0.036050
BEL        1852           0.025903        0.026935        0.026340        0.034989        0.037102        0.035893
BEL        1853           0.027893        0.028960        0.028363        0.038720        0.040755        0.039610
BEL        1854           0.027508        0.029473        0.028332        0.037284        0.040345        0.038548
BEL        1855           0.030914        0.033294        0.031896        0.042789        0.046845        0.044417
BEL        1856           0.025858        0.027047        0.026368        0.034981        0.036880        0.035771
BEL        1857           0.027098        0.028018        0.027428        0.036393        0.037927        0.036937
BEL        1858           0.028393        0.029489        0.028888        0.039058        0.040455        0.039651
BEL        1859           0.027275        0.029010        0.028058        0.035705        0.038226        0.036802
BEL        1860           0.023576        0.025140        0.024308        0.032387        0.034624        0.033387
BEL        1861           0.025893        0.028266        0.026850        0.035065        0.038767        0.036500
BEL        1862           0.024482        0.026043        0.025184        0.033539        0.035698        0.034466
BEL        1863           0.025835        0.027288        0.026505        0.035310        0.037336        0.036190
BEL        1864           0.027409        0.028823        0.028075        0.037398        0.039537        0.038360
BEL        1865           0.027450        0.029379        0.028373        0.036287        0.038844        0.037467
BEL        1866           0.034447        0.036823        0.035598        0.044443        0.046895        0.045607
BEL        1867           0.024470        0.026684        0.025557        0.033803        0.036575        0.035132
BEL        1868           0.024374        0.026304        0.025341        0.033258        0.035673        0.034433
BEL        1869           0.024987        0.026610        0.025791        0.034462        0.036379        0.035391
BEL        1870           0.026493        0.028878        0.027843        0.036332        0.039295        0.038030
BEL        1871           0.030904        0.033765        0.032288        0.040700        0.044473        0.042459
BEL        1872           0.025531        0.027953        0.026714        0.034192        0.037117        0.035593
BEL        1873           0.024725        0.027256        0.025946        0.034682        0.037798        0.036134
BEL        1874           0.023229        0.026125        0.024647        0.032091        0.035935        0.033929
BEL        1875           0.025322        0.028194        0.026729        0.034974        0.038601        0.036702
BEL        1876           0.024679        0.027894        0.026238        0.034928        0.039254        0.036975
BEL        1877           0.023697        0.027101        0.025326        0.033447        0.037910        0.035536
BEL        1878           0.024300        0.028007        0.026045        0.034470        0.039226        0.036655
BEL        1879           0.025645        0.029069        0.027319        0.036711        0.041177        0.038853
BEL        1880           0.024189        0.028477        0.026188        0.033279        0.039024        0.035875
BEL        1881           0.024243        0.027472        0.025848        0.034246        0.038210        0.036206
BEL        1882           0.023383        0.026417        0.024830        0.033127        0.036640        0.034769
BEL        1883           0.023993        0.028028        0.025956        0.034331        0.039597        0.036855
BEL        1884           0.023430        0.027773        0.025331        0.032649        0.038665        0.035186
BEL        1885           0.023165        0.026740        0.024949        0.032816        0.037609        0.035168
BEL        1886           0.024040        0.028231        0.025990        0.033568        0.039265        0.036145
BEL        1887           0.023095        0.026705        0.024872        0.033054        0.037883        0.035381
BEL        1888           0.023407        0.028275        0.025619        0.033368        0.039915        0.036249
BEL        1889           0.022959        0.027203        0.024944        0.032288        0.038240        0.034983
BEL        1890           0.024077        0.029022        0.026325        0.034424        0.041101        0.037354
BEL        1891           0.025087        0.029435        0.027160        0.036249        0.041829        0.038845
BEL        1892           0.025914        0.029907        0.027836        0.037118        0.042213        0.039518
BEL        1893           0.023768        0.028029        0.025684        0.033611        0.039299        0.036079
BEL        1894           0.022545        0.026479        0.024500        0.032511        0.037412        0.034912
BEL        1895           0.023580        0.027705        0.025539        0.033971        0.039598        0.036559
BEL        1896           0.021159        0.024985        0.022964        0.030322        0.035582        0.032731
BEL        1897           0.021074        0.024984        0.022932        0.030679        0.035980        0.033139
BEL        1898           0.020942        0.025068        0.022889        0.030152        0.035677        0.032686
BEL        1899           0.022619        0.026995        0.024660        0.032742        0.038831        0.035501
BEL        1900           0.023277        0.027792        0.025299        0.034044        0.040298        0.036730
BEL        1901           0.020509        0.024659        0.022368        0.029891        0.035583        0.032346
BEL        1902           0.021218        0.025447        0.023034        0.031105        0.036936        0.033504
BEL        1903           0.020642        0.024947        0.022546        0.030075        0.036117        0.032662
BEL        1904           0.020830        0.024475        0.022566        0.030520        0.035599        0.032879
BEL        1905           0.020685        0.025038        0.022593        0.030604        0.037193        0.033381
BEL        1906           0.020874        0.024784        0.022525        0.030902        0.036336        0.033096
BEL        1907           0.020360        0.023994        0.022095        0.030660        0.035689        0.033007
BEL        1908           0.021336        0.025636        0.023135        0.031876        0.038035        0.034353
BEL        1909           0.020878        0.024956        0.022627        0.031572        0.037058        0.033836
BEL        1910           0.019963        0.023057        0.021542        0.029782        0.034046        0.031917
BEL        1911           0.021156        0.025308        0.023085        0.031696        0.037578        0.034339
BEL        1912           0.020038        0.024164        0.021939        0.030671        0.036699        0.033362
BEL        1913           0.019366        0.023661        0.021281        0.029579        0.035687        0.032210
BEL        1914           0.000000        0.000000        0.000000        0.000000        0.000000        0.000000
BEL        1915           0.000000        0.000000        0.000000        0.000000        0.000000        0.000000
BEL        1916           0.000000        0.000000        0.000000        0.000000        0.000000        0.000000
BEL        1917           0.000000        0.000000        0.000000        0.000000        0.000000        0.000000
BEL        1918           0.000000        0.000000        0.000000        0.000000        0.000000        0.000000
BEL        1919           0.021677        0.024526        0.023156        0.032512        0.036285        0.034429
BEL        1920           0.018037        0.021397        0.019466        0.027279        0.031943        0.029154
BEL        1921           0.018185        0.020611        0.019367        0.027597        0.030699        0.029073
BEL        1922           0.018701        0.021815        0.020098        0.028983        0.033243        0.030828
BEL        1923           0.017259        0.020811        0.018804        0.026767        0.031963        0.028925
BEL        1924           0.016802        0.020205        0.018309        0.026114        0.031178        0.028263
BEL        1925           0.016616        0.019870        0.018104        0.025804        0.030629        0.027929
BEL        1926           0.017026        0.020493        0.018601        0.026535        0.031862        0.028846
BEL        1927           0.017375        0.021419        0.019026        0.027319        0.033600        0.029759
BEL        1928           0.017026        0.019994        0.018537        0.026511        0.030938        0.028665
BEL        1929           0.019252        0.022899        0.020928        0.030319        0.035598        0.032640
BEL        1930           0.016201        0.019853        0.017876        0.024970        0.030105        0.027231
BEL        1931           0.016461        0.020430        0.018149        0.026122        0.031795        0.028434
BEL        1932           0.016612        0.020089        0.018153        0.026340        0.031565        0.028542
BEL        1933           0.016379        0.019744        0.017917        0.026082        0.030982        0.028222
BEL        1934           0.014637        0.018202        0.016216        0.023013        0.028293        0.025243
BEL        1935           0.015613        0.018997        0.017194        0.024993        0.030110        0.027267
BEL        1936           0.015176        0.018766        0.016847        0.024162        0.029397        0.026491
BEL        1937           0.015543        0.019092        0.017180        0.024932        0.030217        0.027259
BEL        1938           0.015198        0.018788        0.016873        0.024310        0.029508        0.026626
BEL        1939           0.015873        0.019660        0.017613        0.025881        0.031351        0.028284
BEL        1940           0.017159        0.024174        0.020579        0.027885        0.037143        0.032245
BEL        1941           0.016293        0.022124        0.018929        0.026612        0.035382        0.030407
BEL        1942           0.015932        0.022455        0.018711        0.025959        0.036178        0.030124
BEL        1943           0.014496        0.019060        0.016539        0.023278        0.029732        0.026052
BEL        1944           0.015942        0.021367        0.018554        0.025343        0.032161        0.028532
BEL        1945           0.015387        0.019756        0.017438        0.024430        0.030199        0.027039
BEL        1946           0.013695        0.018116        0.015715        0.022318        0.028480        0.025012
BEL        1947           0.013308        0.017606        0.015259        0.022105        0.028108        0.024733
BEL        1948           0.012535        0.016318        0.014315        0.020978        0.025972        0.023273
BEL        1949           0.012709        0.016959        0.014617        0.021670        0.027740        0.024297
BEL        1950           0.012164        0.016097        0.013970        0.020895        0.026374        0.023342
BEL        1951           0.012355        0.016272        0.014162        0.021527        0.027073        0.024007
BEL        1952           0.011398        0.015329        0.013199        0.019909        0.025633        0.022454
BEL        1953           0.011739        0.015610        0.013642        0.020535        0.026280        0.023266
BEL        1954           0.011022        0.015041        0.012844        0.019373        0.025276        0.021965
BEL        1955           0.011576        0.015780        0.013556        0.020499        0.026658        0.023311
BEL        1956           0.011417        0.015523        0.013389        0.020282        0.026166        0.023031
BEL        1957           0.010780        0.014938        0.012672        0.019106        0.025121        0.021765
BEL        1958           0.010693        0.014620        0.012575        0.019028        0.024734        0.021687
BEL        1959           0.009933        0.014082        0.011804        0.017708        0.023782        0.020365
BEL        1960           0.010644        0.015652        0.012851        0.019250        0.026506        0.022352
BEL        1961           0.010073        0.014600        0.012153        0.017995        0.024561        0.020922
BEL        1962           0.010318        0.014969        0.012399        0.018617        0.025419        0.021573
BEL        1963           0.010398        0.015385        0.012611        0.018871        0.026320        0.022065
BEL        1964           0.009533        0.014279        0.011652        0.017124        0.024035        0.020113
BEL        1965           0.009797        0.014738        0.011996        0.017714        0.024954        0.020836
BEL        1966           0.009898        0.014610        0.012034        0.017885        0.024790        0.020918
BEL        1967           0.009639        0.014609        0.011876        0.017437        0.024788        0.020637
BEL        1968           0.010121        0.015351        0.012458        0.018504        0.026311        0.021873
BEL        1969           0.009870        0.015076        0.012211        0.017888        0.025654        0.021253
BEL        1970           0.009597        0.014678        0.011850        0.017371        0.024958        0.020611
BEL        1971           0.009520        0.014708        0.011809        0.017333        0.025097        0.020630
BEL        1972           0.009306        0.014685        0.011634        0.016876        0.024961        0.020246
BEL        1973           0.009340        0.014847        0.011680        0.016992        0.025391        0.020420
BEL        1974           0.009042        0.014155        0.011286        0.016507        0.024293        0.019784
BEL        1975           0.009186        0.014396        0.011468        0.016826        0.024939        0.020224
BEL        1976           0.008869        0.014275        0.011188        0.016327        0.024782        0.019787
BEL        1977           0.008348        0.013431        0.010556        0.015183        0.023037        0.018440
BEL        1978           0.008493        0.013895        0.010760        0.015556        0.023858        0.018888
BEL        1979           0.007907        0.013098        0.010120        0.014436        0.022638        0.017763
BEL        1980           0.007893        0.013202        0.010139        0.014471        0.022863        0.017842
BEL        1981           0.007781        0.013026        0.009970        0.014265        0.022627        0.017575
BEL        1982           0.007617        0.012666        0.009738        0.013994        0.021994        0.017182
BEL        1983           0.007751        0.012788        0.009863        0.014292        0.022441        0.017516
BEL        1984           0.007331        0.012493        0.009481        0.013532        0.021782        0.016786
BEL        1985           0.007242        0.012370        0.009379        0.013420        0.021667        0.016672
BEL        1986           0.007169        0.011976        0.009188        0.013313        0.021163        0.016414
BEL        1987           0.006694        0.011412        0.008658        0.012331        0.019908        0.015311
BEL        1988           0.006516        0.011121        0.008442        0.012002        0.019552        0.014970
BEL        1989           0.006597        0.011305        0.008532        0.012254        0.020043        0.015266
BEL        1990           0.006290        0.010906        0.008177        0.011635        0.019289        0.014574
BEL        1991           0.006237        0.010749        0.008087        0.011530        0.019001        0.014400
BEL        1992           0.006147        0.010590        0.007985        0.011330        0.018779        0.014208
BEL        1993           0.006234        0.010737        0.008114        0.011567        0.019147        0.014512
BEL        1994           0.005971        0.010342        0.007762        0.011013        0.018334        0.013817
BEL        1995           0.005900        0.010264        0.007714        0.010884        0.018177        0.013715
BEL        1996           0.005765        0.010047        0.007538        0.010709        0.017947        0.013499
BEL        1997           0.005686        0.009817        0.007379        0.010575        0.017572        0.013252
BEL        1998           0.005693        0.009744        0.007354        0.010563        0.017373        0.013184
BEL        1999           0.005662        0.009669        0.007351        0.010541        0.017266        0.013178
BEL        2000           0.005584        0.009422        0.007216        0.010346        0.016816        0.012909
BEL        2001           0.005400        0.009163        0.006972        0.010042        0.016347        0.012505
BEL        2002           0.005460        0.009199        0.007018        0.010202        0.016485        0.012657
BEL        2003           0.005534        0.009234        0.007039        0.010377        0.016595        0.012754
BEL        2004           0.005123        0.008577        0.006566        0.009605        0.015450        0.011898
BEL        2005           0.005115        0.008467        0.006515        0.009555        0.015206        0.011779
BEL        2006           0.004946        0.008061        0.006283        0.009212        0.014487        0.011338
BEL        2007           0.004922        0.007952        0.006207        0.009140        0.014255        0.011186
BEL        2008           0.004895        0.008003        0.006212        0.009136        0.014343        0.011218
BEL        2009           0.004841        0.007707        0.006079        0.008993        0.013864        0.010978
BEL        2010           0.004744        0.007559        0.005958        0.008789        0.013567        0.010739
BEL        2011           0.004624        0.007333        0.005781        0.008526        0.013112        0.010386
BEL        2012           0.004707        0.007459        0.005911        0.008742        0.013393        0.010675
BEL        2013           0.004639        0.007316        0.005791        0.008611        0.013205        0.010495
BEL        2014           0.004393        0.006822        0.005469        0.008132        0.012269        0.009869
BEL        2015           0.004561        0.006902        0.005600        0.008496        0.012492        0.010187
BEL        2016           0.004322        0.006721        0.005389        0.008033        0.012135        0.009770
BEL        2017           0.004338        0.006690        0.005365        0.008063        0.012126        0.009753
BEL        2018           0.004331        0.006555        0.005312        0.008042        0.011875        0.009664
BEL        2019           0.004161        0.006278        0.005100        0.007737        0.011377        0.009286
BEL        2020           0.004680        0.007130        0.005771        0.008868        0.013149        0.010695
BEL        2021           0.004170        0.006524        0.005213        0.007688        0.011800        0.009431
BEL        2022           0.004310        0.006414        0.005246        0.008040        0.011666        0.009588
BEL        2023           0.004080        0.005986        0.004937        0.007572        0.010814        0.008977
BGR        1947           0.016195        0.019024        0.017550        0.023502        0.027080        0.025208
BGR        1948           0.015534        0.018043        0.016736        0.022910        0.026037        0.024400
BGR        1949           0.014647        0.017066        0.015811        0.021972        0.025059        0.023444
BGR        1950           0.012448        0.014835        0.013588        0.018819        0.021854        0.020257
BGR        1951           0.013033        0.015293        0.014112        0.019759        0.022604        0.021103
BGR        1952           0.014895        0.017234        0.016004        0.023364        0.026406        0.024792
BGR        1953           0.011705        0.014201        0.012897        0.018651        0.021997        0.020230
BGR        1954           0.011783        0.014182        0.012910        0.018822        0.022030        0.020315
BGR        1955           0.011613        0.013701        0.012635        0.018632        0.021327        0.019923
BGR        1956           0.012153        0.014556        0.013299        0.020209        0.023408        0.021709
BGR        1957           0.010924        0.013065        0.011943        0.017912        0.020608        0.019175
BGR        1958           0.009989        0.011984        0.010939        0.016570        0.019110        0.017762
BGR        1959           0.012197        0.014577        0.013324        0.020653        0.023879        0.022159
BGR        1960           0.010136        0.012360        0.011193        0.017246        0.020117        0.018590
