Exposure to risk (period 5x10), 	Last modified: 05 Aug 2025; Methods Protocol: v6 (2017) 

PopName    Year          Age             Female            Male           Total
BLR      1970-1979     95-99            40140.03        10572.15        50712.18
BLR      1970-1979    100-104            7733.09         1647.93         9381.03
BLR      1970-1979    105-109             840.41          120.46          960.86
BLR      1970-1979    110+                 30.82            0.04           30.86
BLR      1980-1989        0            793206.41       832458.43      1625664.84
BLR      1980-1989      1-4           3095678.81      3228889.79      6324568.60
BLR      1980-1989      5-9           3660933.56      3806962.76      7467896.31
BLR      1980-1989     10-14          3557215.13      3693526.03      7250741.15
BLR      1980-1989     15-19          3757866.94      3797876.20      7555743.14
BLR      1980-1989     20-24          4038934.48      4127384.66      8166319.15
BLR      1980-1989     25-29          4110292.55      4155410.53      8265703.08
BLR      1980-1989     30-34          3726469.61      3733084.36      7459553.97
BLR      1980-1989     35-39          2987528.16      2938230.84      5925759.00
BLR      1980-1989     40-44          2896135.53      2711738.28      5607873.81
BLR      1980-1989     45-49          3399448.85      3016442.99      6415891.84
BLR      1980-1989     50-54          3565743.82      2983681.68      6549425.50
BLR      1980-1989     55-59          3527527.43      2514300.23      6041827.66
BLR      1980-1989     60-64          2763379.59      1599741.17      4363120.76
BLR      1980-1989     65-69          2035696.61      1015449.10      3051145.72
BLR      1980-1989     70-74          1920881.29       867940.75      2788822.03
BLR      1980-1989     75-79          1564172.09       657697.89      2221869.98
BLR      1980-1989     80-84           876846.98       351041.97      1227888.95
BLR      1980-1989     85-89           407936.71       143608.78       551545.49
BLR      1980-1989     90-94           177306.25        47059.21       224365.47
BLR      1980-1989     95-99            62452.95        12792.04        75244.99
BLR      1980-1989    100-104           15343.17         2523.15        17866.32
BLR      1980-1989    105-109            2891.12          312.75         3203.87
BLR      1980-1989    110+                370.48            7.02          377.51
BLR      1990-1999        0            542413.69       577129.27      1119542.96
BLR      1990-1999      1-4           2521753.57      2664775.61      5186529.18
BLR      1990-1999      5-9           3807245.68      3976072.48      7783318.16
BLR      1990-1999     10-14          3912178.08      4046249.12      7958427.20
BLR      1990-1999     15-19          3679859.35      3768451.78      7448311.13
BLR      1990-1999     20-24          3482987.71      3495340.16      6978327.87
BLR      1990-1999     25-29          3595293.69      3565869.08      7161162.77
BLR      1990-1999     30-34          4053542.53      4045032.52      8098575.05
BLR      1990-1999     35-39          4126368.68      4069546.29      8195914.96
BLR      1990-1999     40-44          3683919.19      3543836.43      7227755.62
BLR      1990-1999     45-49          2900335.22      2695097.39      5595432.61
BLR      1990-1999     50-54          2761390.91      2407351.48      5168742.39
BLR      1990-1999     55-59          3185542.93      2547985.12      5733528.06
BLR      1990-1999     60-64          3285574.73      2382752.16      5668326.89
BLR      1990-1999     65-69          3072400.46      1823880.94      4896281.40
BLR      1990-1999     70-74          2186519.21      1018610.52      3205129.73
BLR      1990-1999     75-79          1384779.12       530061.94      1914841.06
BLR      1990-1999     80-84           974603.43       331429.21      1306032.64
BLR      1990-1999     85-89           518296.84       159680.43       677977.28
BLR      1990-1999     90-94           179085.46        47432.03       226517.48
BLR      1990-1999     95-99            49550.87        10036.11        59586.97
BLR      1990-1999    100-104           10543.95         1494.37        12038.32
BLR      1990-1999    105-109            1447.48          105.22         1552.69
BLR      1990-1999    110+                162.64            0.54          163.19
BLR      2000-2009        0            457681.35       485202.39       942883.73
BLR      2000-2009      1-4           1763793.44      1864964.34      3628757.78
BLR      2000-2009      5-9           2382147.03      2518388.79      4900535.82
BLR      2000-2009     10-14          3052125.73      3219902.12      6272027.86
BLR      2000-2009     15-19          3731595.85      3915828.42      7647424.27
BLR      2000-2009     20-24          3722395.13      3869218.64      7591613.77
BLR      2000-2009     25-29          3498113.26      3533172.87      7031286.13
BLR      2000-2009     30-34          3424552.96      3354713.45      6779266.41
BLR      2000-2009     35-39          3586303.98      3447668.36      7033972.34
BLR      2000-2009     40-44          3998136.90      3781454.47      7779591.37
BLR      2000-2009     45-49          4028452.54      3683230.57      7711683.12
BLR      2000-2009     50-54          3551434.36      3086190.45      6637624.81
BLR      2000-2009     55-59          2749130.40      2233190.20      4982320.60
BLR      2000-2009     60-64          2546951.26      1835142.51      4382093.76
BLR      2000-2009     65-69          2799412.05      1742534.73      4541946.78
BLR      2000-2009     70-74          2627742.25      1406457.44      4034199.68
BLR      2000-2009     75-79          2102083.18       874577.58      2976660.76
BLR      2000-2009     80-84          1146640.20       366277.13      1512917.33
BLR      2000-2009     85-89           450195.29       118920.23       569115.52
BLR      2000-2009     90-94           156102.90        36316.88       192419.78
BLR      2000-2009     95-99            36437.72         8046.63        44484.35
BLR      2000-2009    100-104            5916.75         1262.32         7179.07
BLR      2000-2009    105-109             533.29          115.18          648.46
BLR      2000-2009    110+                  9.62            0.59           10.21
BLR      2010-2018        0            490257.20       520558.19      1010815.38
BLR      2010-2018      1-4           1945659.82      2066352.18      4012012.00
BLR      2010-2018      5-9           2154716.14      2279810.61      4434526.74
BLR      2010-2018     10-14          1979040.07      2089029.45      4068069.52
BLR      2010-2018     15-19          2183756.47      2312289.05      4496045.52
BLR      2010-2018     20-24          2822670.63      2981666.73      5804337.37
BLR      2010-2018     25-29          3332518.59      3474022.89      6806541.49
BLR      2010-2018     30-34          3275506.53      3328463.51      6603970.04
BLR      2010-2018     35-39          3082333.74      3007465.91      6089799.65
BLR      2010-2018     40-44          3032324.96      2837806.10      5870131.05
BLR      2010-2018     45-49          3174320.31      2876401.72      6050722.03
BLR      2010-2018     50-54          3531510.46      3077809.11      6609319.58
BLR      2010-2018     55-59          3442231.21      2802276.40      6244507.60
BLR      2010-2018     60-64          2939813.77      2148594.95      5088408.72
BLR      2010-2018     65-69          2161439.64      1383727.49      3545167.13
BLR      2010-2018     70-74          1911265.87      1000349.18      2911615.05
BLR      2010-2018     75-79          1883074.58       800636.19      2683710.77
BLR      2010-2018     80-84          1356001.44       473368.20      1829369.65
BLR      2010-2018     85-89           721078.60       195755.13       916833.72
BLR      2010-2018     90-94           199109.70        42210.83       241320.53
BLR      2010-2018     95-99            29722.88         5614.89        35337.77
BLR      2010-2018    100-104            2745.85          506.19         3252.04
BLR      2010-2018    105-109             120.54           19.39          139.93
BLR      2010-2018    110+                  0.86            0.00            0.86
CAN      1921-1929        0            943265.86       952296.49      1895562.35
CAN      1921-1929      1-4           3870581.29      3947194.66      7817775.95
CAN      1921-1929      5-9           4760561.68      4865184.09      9625745.77
CAN      1921-1929     10-14          4359812.52      4399948.66      8759761.18
CAN      1921-1929     15-19          3976099.78      3988022.55      7964122.32
CAN      1921-1929     20-24          3503819.24      3445915.02      6949734.26
CAN      1921-1929     25-29          3192079.49      3199674.21      6391753.70
CAN      1921-1929     30-34          2925292.19      3089090.43      6014382.62
CAN      1921-1929     35-39          2748949.49      3097720.24      5846669.73
CAN      1921-1929     40-44          2409954.65      2799087.95      5209042.60
CAN      1921-1929     45-49          2072992.25      2433404.10      4506396.35
CAN      1921-1929     50-54          1699723.37      1982829.07      3682552.44
CAN      1921-1929     55-59          1353715.93      1504136.23      2857852.16
CAN      1921-1929     60-64          1118112.81      1243812.77      2361925.58
CAN      1921-1929     65-69           839706.91       920240.83      1759947.74
CAN      1921-1929     70-74           593561.30       628584.40      1222145.70
CAN      1921-1929     75-79           362466.71       368094.05       730560.75
CAN      1921-1929     80-84           217064.99       188167.27       405232.26
CAN      1921-1929     85-89            89008.74        70473.38       159482.12
CAN      1921-1929     90-94            26687.54        18917.48        45605.02
CAN      1921-1929     95-99             5499.65         3791.89         9291.53
CAN      1921-1929    100-104             718.44          564.03         1282.46
CAN      1921-1929    105-109              32.42           27.41           59.83
CAN      1921-1929    110+                  0.00            0.00            0.00
CAN      1930-1939        0            995740.07      1027846.70      2023586.77
CAN      1930-1939      1-4           4118079.74      4223001.35      8341081.09
CAN      1930-1939      5-9           5424221.86      5540386.16     10964608.02
CAN      1930-1939     10-14          5516138.25      5631676.82     11147815.07
CAN      1930-1939     15-19          5255303.74      5357928.49     10613232.23
CAN      1930-1939     20-24          4822667.67      4918753.78      9741421.44
CAN      1930-1939     25-29          4157788.68      4372072.05      8529860.73
CAN      1930-1939     30-34          3572140.52      3875901.98      7448042.50
CAN      1930-1939     35-39          3337721.25      3625161.88      6962883.13
CAN      1930-1939     40-44          3135638.69      3473450.49      6609089.18
CAN      1930-1939     45-49          2791477.90      3288953.14      6080431.03
CAN      1930-1939     50-54          2429823.86      2921902.82      5351726.68
CAN      1930-1939     55-59          1942041.17      2309288.55      4251329.71
CAN      1930-1939     60-64          1499240.32      1727074.38      3226314.69
CAN      1930-1939     65-69          1208075.92      1333442.63      2541518.55
CAN      1930-1939     70-74           904677.64       953958.22      1858635.86
CAN      1930-1939     75-79           573162.19       580977.40      1154139.59
CAN      1930-1939     80-84           323048.52       289371.84       612420.36
CAN      1930-1939     85-89           128087.78       101030.29       229118.07
CAN      1930-1939     90-94            36047.69        24785.45        60833.14
CAN      1930-1939     95-99             6896.67         4528.91        11425.58
CAN      1930-1939    100-104             837.14          533.09         1370.22
CAN      1930-1939    105-109              33.71           14.49           48.20
CAN      1930-1939    110+                  0.00            0.00            0.00
CAN      1940-1949        0           1328195.69      1398047.95      2726243.64
CAN      1940-1949      1-4           4750596.19      4948026.66      9698622.85
CAN      1940-1949      5-9           5363528.07      5519831.77     10883359.85
CAN      1940-1949     10-14          5328219.05      5453273.09     10781492.14
CAN      1940-1949     15-19          5406841.41      5501606.29     10908447.70
CAN      1940-1949     20-24          5392360.71      5388572.45     10780933.16
CAN      1940-1949     25-29          5031884.64      5026491.83     10058376.47
CAN      1940-1949     30-34          4531381.34      4626732.69      9158114.03
CAN      1940-1949     35-39          3987043.00      4208902.24      8195945.23
CAN      1940-1949     40-44          3511472.66      3752740.92      7264213.59
CAN      1940-1949     45-49          3173872.10      3406782.27      6580654.37
CAN      1940-1949     50-54          2880132.18      3181576.10      6061708.28
CAN      1940-1949     55-59          2506388.42      2861502.98      5367891.40
CAN      1940-1949     60-64          2066044.14      2370687.88      4436732.02
CAN      1940-1949     65-69          1620936.43      1812223.00      3433159.43
CAN      1940-1949     70-74          1181619.84      1250748.99      2432368.83
CAN      1940-1949     75-79           762068.46       754304.31      1516372.78
CAN      1940-1949     80-84           449549.45       390333.42       839882.87
CAN      1940-1949     85-89           184093.03       144511.24       328604.28
CAN      1940-1949     90-94            50708.98        34655.31        85364.29
CAN      1940-1949     95-99             8911.50         5510.39        14421.89
CAN      1940-1949    100-104             924.08          535.50         1459.58
CAN      1940-1949    105-109              54.95           33.85           88.81
CAN      1940-1949    110+                  0.97            6.06            7.02
CAN      1950-1959        0           1941610.36      2034212.30      3975822.66
CAN      1950-1959      1-4           7465582.83      7791953.98     15257536.81
CAN      1950-1959      5-9           8206529.13      8553173.51     16759702.64
CAN      1950-1959     10-14          6712031.88      6978954.65     13690986.53
CAN      1950-1959     15-19          5712178.70      5844977.56     11557156.26
CAN      1950-1959     20-24          5638509.77      5636585.14     11275094.90
CAN      1950-1959     25-29          5900563.87      5924466.63     11825030.50
CAN      1950-1959     30-34          5857606.81      5760550.93     11618157.74
CAN      1950-1959     35-39          5456150.87      5466216.00     10922366.87
CAN      1950-1959     40-44          4788799.84      4968996.76      9757796.60
CAN      1950-1959     45-49          4069227.25      4365614.70      8434841.95
CAN      1950-1959     50-54          3482964.89      3733701.58      7216666.47
CAN      1950-1959     55-59          3010364.28      3156917.33      6167281.61
CAN      1950-1959     60-64          2562946.84      2676699.54      5239646.38
CAN      1950-1959     65-69          2193366.92      2327938.22      4521305.14
CAN      1950-1959     70-74          1745906.49      1783042.85      3528949.33
CAN      1950-1959     75-79          1100511.15      1092142.96      2192654.11
CAN      1950-1959     80-84           637523.51       557900.83      1195424.34
CAN      1950-1959     85-89           270674.73       207239.16       477913.88
CAN      1950-1959     90-94            81083.64        52391.78       133475.42
CAN      1950-1959     95-99            14553.21         8104.14        22657.35
CAN      1950-1959    100-104            1349.65          753.82         2103.47
CAN      1950-1959    105-109             121.15           75.06          196.21
CAN      1950-1959    110+                  8.31           16.08           24.39
CAN      1960-1969        0           2054804.61      2163743.24      4218547.85
CAN      1960-1969      1-4           8622498.54      9048108.25     17670606.79
CAN      1960-1969      5-9          10808878.98     11304121.14     22113000.11
CAN      1960-1969     10-14          9911557.71     10353199.83     20264757.53
CAN      1960-1969     15-19          8453798.64      8690927.87     17144726.51
CAN      1960-1969     20-24          7031211.71      7000804.03     14032015.74
CAN      1960-1969     25-29          6245470.91      6313059.29     12558530.20
CAN      1960-1969     30-34          6180524.10      6358534.06     12539058.16
CAN      1960-1969     35-39          6341198.43      6411884.45     12753082.88
CAN      1960-1969     40-44          6056496.79      6027026.90     12083523.70
CAN      1960-1969     45-49          5382180.27      5403038.26     10785218.53
CAN      1960-1969     50-54          4672152.69      4784987.56      9457140.25
CAN      1960-1969     55-59          3894305.23      4005375.25      7899680.48
CAN      1960-1969     60-64          3227063.17      3203641.74      6430704.91
CAN      1960-1969     65-69          2694519.54      2525661.19      5220180.73
CAN      1960-1969     70-74          2205274.65      1973090.11      4178364.76
CAN      1960-1969     75-79          1567964.13      1376898.02      2944862.15
CAN      1960-1969     80-84           973345.77       794747.53      1768093.30
CAN      1960-1969     85-89           432069.55       316742.38       748811.93
CAN      1960-1969     90-94           130982.20        82207.49       213189.69
CAN      1960-1969     95-99            24330.54        12856.26        37186.79
CAN      1960-1969    100-104            2516.54         1269.90         3786.44
CAN      1960-1969    105-109             128.02          107.31          235.32
CAN      1960-1969    110+                  0.00            7.61            7.61
CAN      1970-1979        0           1718554.10      1809144.64      3527698.74
CAN      1970-1979      1-4           7026559.39      7380943.77     14407503.16
CAN      1970-1979      5-9           9868487.77     10359879.20     20228366.97
CAN      1970-1979     10-14         11105551.09     11626535.71     22732086.80
CAN      1970-1979     15-19         11308967.75     11724069.58     23033037.33
CAN      1970-1979     20-24         10625890.72     10767811.56     21393702.28
CAN      1970-1979     25-29          9420724.88      9636852.82     19057577.70
CAN      1970-1979     30-34          7817743.55      8111043.85     15928787.40
CAN      1970-1979     35-39          6611417.73      6898510.50     13509928.24
CAN      1970-1979     40-44          6303514.38      6566967.34     12870481.72
CAN      1970-1979     45-49          6264433.66      6331527.53     12595961.19
CAN      1970-1979     50-54          5943532.60      5767401.81     11710934.41
CAN      1970-1979     55-59          5228637.86      4985832.16     10214470.02
CAN      1970-1979     60-64          4463798.13      4194698.63      8658496.76
CAN      1970-1979     65-69          3688104.20      3298160.83      6986265.02
CAN      1970-1979     70-74          2842754.48      2338686.47      5181440.95
CAN      1970-1979     75-79          2062835.91      1503615.58      3566451.49
CAN      1970-1979     80-84          1339418.44       873987.68      2213406.12
CAN      1970-1979     85-89           687331.32       417465.72      1104797.04
CAN      1970-1979     90-94           238357.78       130296.41       368654.19
CAN      1970-1979     95-99            48320.00        22025.66        70345.65
CAN      1970-1979    100-104            5328.24         1901.44         7229.68
CAN      1970-1979    105-109             279.76          123.41          403.17
CAN      1970-1979    110+                 15.67           19.80           35.47
CAN      1980-1989        0           1809306.70      1901158.69      3710465.40
CAN      1980-1989      1-4           7167700.63      7543851.00     14711551.63
CAN      1980-1989      5-9           8897785.94      9378583.27     18276369.22
CAN      1980-1989     10-14          9138500.36      9605809.95     18744310.31
CAN      1980-1989     15-19         10343090.11     10872518.98     21215609.09
CAN      1980-1989     20-24         11874563.53     12272589.68     24147153.21
CAN      1980-1989     25-29         11972102.11     12159302.58     24131404.69
CAN      1980-1989     30-34         11080069.76     11165439.25     22245509.02
CAN      1980-1989     35-39          9604991.84      9799771.69     19404763.53
CAN      1980-1989     40-44          7889779.70      8115884.01     16005663.70
CAN      1980-1989     45-49          6610188.73      6765424.44     13375613.17
CAN      1980-1989     50-54          6242769.96      6291976.54     12534746.50
CAN      1980-1989     55-59          6187480.82      5940597.12     12128077.94
CAN      1980-1989     60-64          5755382.46      5160552.21     10915934.67
CAN      1980-1989     65-69          4951585.38      4174695.70      9126281.08
CAN      1980-1989     70-74          3968448.15      3117742.35      7086190.50
CAN      1980-1989     75-79          2916913.45      2046381.34      4963294.79
CAN      1980-1989     80-84          1844846.74      1096216.78      2941063.52
CAN      1980-1989     85-89           998303.21       482062.16      1480365.37
CAN      1980-1989     90-94           402846.57       163041.50       565888.07
CAN      1980-1989     95-99           101666.55        36114.66       137781.21
CAN      1980-1989    100-104           13775.56         4168.04        17943.60
CAN      1980-1989    105-109             925.36          258.59         1183.95
CAN      1980-1989    110+                 26.17           27.83           54.00
CAN      1990-1999        0           1846645.03      1943649.18      3790294.21
CAN      1990-1999      1-4           7645856.14      8026648.64     15672504.78
CAN      1990-1999      5-9           9702112.80     10190901.17     19893013.96
CAN      1990-1999     10-14          9609700.81     10127494.59     19737195.40
CAN      1990-1999     15-19          9639973.30     10189534.12     19829507.42
CAN      1990-1999     20-24         10022733.18     10403555.21     20426288.39
CAN      1990-1999     25-29         11250520.82     11512618.20     22763139.01
CAN      1990-1999     30-34         12596171.56     12797749.50     25393921.06
CAN      1990-1999     35-39         12601480.04     12652255.20     25253735.24
CAN      1990-1999     40-44         11480150.79     11455679.35     22935830.14
CAN      1990-1999     45-49          9842433.50      9862711.38     19705144.87
CAN      1990-1999     50-54          7933148.10      7936096.44     15869244.54
CAN      1990-1999     55-59          6620691.55      6531282.81     13151974.37
CAN      1990-1999     60-64          6160767.46      5900863.50     12061630.95
CAN      1990-1999     65-69          5889924.64      5215765.63     11105690.27
CAN      1990-1999     70-74          5162386.04      4076099.83      9238485.86
CAN      1990-1999     75-79          3988942.73      2775617.24      6764559.97
CAN      1990-1999     80-84          2647604.91      1553517.90      4201122.80
CAN      1990-1999     85-89          1478726.87       693752.09      2172478.96
CAN      1990-1999     90-94           599703.77       214398.04       814101.81
CAN      1990-1999     95-99           158153.48        41715.93       199869.41
CAN      1990-1999    100-104           23395.40         4837.97        28233.37
CAN      1990-1999    105-109            1700.67          301.71         2002.38
CAN      1990-1999    110+                 74.83           10.33           85.17
CAN      2000-2009        0           1684615.84      1773998.01      3458613.85
CAN      2000-2009      1-4           6842731.55      7198549.69     14041281.24
CAN      2000-2009      5-9           9244108.72      9724109.95     18968218.67
CAN      2000-2009     10-14         10165588.42     10675940.07     20841528.49
CAN      2000-2009     15-19         10583441.53     11159944.25     21743385.78
CAN      2000-2009     20-24         10762192.14     11245221.22     22007413.36
CAN      2000-2009     25-29         10703654.89     10914666.61     21618321.50
CAN      2000-2009     30-34         10997902.74     11141154.65     22139057.39
CAN      2000-2009     35-39         12087582.36     12283441.03     24371023.39
CAN      2000-2009     40-44         13199901.44     13345835.76     26545737.20
CAN      2000-2009     45-49         12899171.23     12883006.69     25782177.93
CAN      2000-2009     50-54         11551406.89     11432047.62     22983454.51
CAN      2000-2009     55-59          9731934.72      9570146.17     19302080.89
CAN      2000-2009     60-64          7792353.54      7525177.01     15317530.55
CAN      2000-2009     65-69          6333809.99      5887174.22     12220984.21
CAN      2000-2009     70-74          5576264.86      4858681.30     10434946.16
CAN      2000-2009     75-79          4860361.52      3728686.16      8589047.68
CAN      2000-2009     80-84          3582656.23      2236304.95      5818961.18
CAN      2000-2009     85-89          2133576.78      1045768.36      3179345.13
CAN      2000-2009     90-94           906586.40       332188.63      1238775.03
CAN      2000-2009     95-99           237373.51        61741.78       299115.29
CAN      2000-2009    100-104           31928.37         5766.54        37694.91
CAN      2000-2009    105-109            2008.45          210.45         2218.90
CAN      2000-2009    110+                 60.92            5.17           66.09
CAN      2010-2019        0           1846092.55      1942036.20      3788128.74
CAN      2010-2019      1-4           7533391.95      7897141.51     15430533.46
CAN      2010-2019      5-9           9457267.26      9876521.82     19333789.09
CAN      2010-2019     10-14          9446982.99      9897876.66     19344859.65
CAN      2010-2019     15-19         10410914.55     11026742.68     21437657.22
CAN      2010-2019     20-24         11614572.22     12389716.08     24004288.29
CAN      2010-2019     25-29         12049229.78     12484577.51     24533807.29
CAN      2010-2019     30-34         12202311.47     12260836.71     24463148.19
CAN      2010-2019     35-39         11991117.85     11865321.42     23856439.27
CAN      2010-2019     40-44         11938792.12     11833832.29     23772624.41
CAN      2010-2019     45-49         12669966.21     12671407.55     25341373.76
CAN      2010-2019     50-54         13418562.11     13433851.12     26852413.23
CAN      2010-2019     55-59         12856380.86     12731406.13     25587786.99
CAN      2010-2019     60-64         11313220.91     10977883.14     22291104.05
CAN      2010-2019     65-69          9356096.91      8853702.46     18209799.37
CAN      2010-2019     70-74          7157601.09      6515497.65     13673098.74
CAN      2010-2019     75-79          5406961.87      4591686.19      9998648.05
CAN      2010-2019     80-84          4139853.49      3094964.56      7234818.05
CAN      2010-2019     85-89          2856187.41      1697865.80      4554053.21
CAN      2010-2019     90-94          1419274.89       610706.92      2029981.81
CAN      2010-2019     95-99           409896.72       119306.68       529203.40
CAN      2010-2019    100-104           59097.06        11274.17        70371.22
CAN      2010-2019    105-109            3871.20          521.91         4393.10
CAN      2010-2019    110+                 99.04            7.15          106.19
CAN      2020-2023        0            705954.76       743576.81      1449531.57
CAN      2020-2023      1-4           2995897.02      3142514.73      6138411.75
CAN      2020-2023      5-9           4065081.83      4275651.84      8340733.66
CAN      2020-2023     10-14          4158498.28      4366004.37      8524502.64
CAN      2020-2023     15-19          4168272.27      4377555.31      8545827.58
CAN      2020-2023     20-24          4793013.67      5181851.52      9974865.19
CAN      2020-2023     25-29          5296338.22      5707168.43     11003506.65
CAN      2020-2023     30-34          5489790.73      5704396.32     11194187.05
CAN      2020-2023     35-39          5359627.77      5449771.04     10809398.81
CAN      2020-2023     40-44          5114558.98      5119823.11     10234382.09
CAN      2020-2023     45-49          4854355.53      4796862.87      9651218.40
CAN      2020-2023     50-54          4918186.76      4830205.47      9748392.23
CAN      2020-2023     55-59          5337517.50      5268937.57     10606455.07
CAN      2020-2023     60-64          5319657.71      5180476.78     10500134.49
CAN      2020-2023     65-69          4671496.68      4405387.97      9076884.65
CAN      2020-2023     70-74          3861969.22      3549647.65      7411616.87
CAN      2020-2023     75-79          2825087.13      2503838.84      5328925.97
CAN      2020-2023     80-84          1917863.25      1532466.06      3450329.31
CAN      2020-2023     85-89          1252061.52       844799.32      2096860.84
CAN      2020-2023     90-94           675225.31       345104.81      1020330.13
CAN      2020-2023     95-99           225011.59        74924.21       299935.80
CAN      2020-2023    100-104           35493.59         7585.42        43079.01
CAN      2020-2023    105-109            2484.55          366.63         2851.18
CAN      2020-2023    110+                 63.90            8.14           72.04
CHE      1876-1879        0            138864.37       140500.06       279364.43
CHE      1876-1879      1-4            525135.33       529314.90      1054450.24
CHE      1876-1879      5-9            587255.53       586029.21      1173284.74
CHE      1876-1879     10-14           553710.33       541949.83      1095660.17
CHE      1876-1879     15-19           517644.17       502012.67      1019656.83
CHE      1876-1879     20-24           454388.00       434200.67       888588.67
CHE      1876-1879     25-29           418705.33       394653.67       813359.00
CHE      1876-1879     30-34           408821.83       380228.33       789050.17
CHE      1876-1879     35-39           389788.67       361838.50       751627.17
CHE      1876-1879     40-44           351108.67       330027.50       681136.17
CHE      1876-1879     45-49           319468.17       298453.17       617921.33
CHE      1876-1879     50-54           286911.67       264519.83       551431.50
CHE      1876-1879     55-59           239721.00       217839.83       457560.83
CHE      1876-1879     60-64           190259.50       173730.83       363990.33
CHE      1876-1879     65-69           144238.83       132652.67       276891.50
CHE      1876-1879     70-74            94291.17        87955.33       182246.50
CHE      1876-1879     75-79            49944.17        47676.00        97620.17
CHE      1876-1879     80-84            17824.26        17813.30        35637.55
CHE      1876-1879     85-89             4828.34         4843.77         9672.10
CHE      1876-1879     90-94              739.53          720.76         1460.28
CHE      1876-1879     95-99              107.77           66.10          173.87
CHE      1876-1879    100-104               4.06            0.00            4.06
CHE      1876-1879    105-109               0.00            0.00            0.00
CHE      1876-1879    110+                  0.00            0.00            0.00
CHE      1880-1889        0            357651.92       364216.40       721868.31
CHE      1880-1889      1-4           1299613.54      1302543.08      2602156.62
CHE      1880-1889      5-9           1555968.74      1557245.99      3113214.73
CHE      1880-1889     10-14          1450675.44      1442478.23      2893153.67
CHE      1880-1889     15-19          1347108.20      1303141.18      2650249.38
CHE      1880-1889     20-24          1246897.83      1172559.33      2419457.17
CHE      1880-1889     25-29          1097365.00      1030376.17      2127741.17
CHE      1880-1889     30-34           983471.50       927113.33      1910584.83
CHE      1880-1889     35-39           941932.83       876359.33      1818292.17
CHE      1880-1889     40-44           902507.33       834045.17      1736552.50
CHE      1880-1889     45-49           829954.00       765345.67      1595299.67
CHE      1880-1889     50-54           739399.83       672369.00      1411768.83
CHE      1880-1889     55-59           646142.17       578171.83      1224314.00
CHE      1880-1889     60-64           531238.83       467838.00       999076.83
CHE      1880-1889     65-69           388838.67       343877.50       732716.17
CHE      1880-1889     70-74           253282.83       226354.50       479637.33
CHE      1880-1889     75-79           135434.67       122686.83       258121.50
CHE      1880-1889     80-84            55498.50        50866.94       106365.44
CHE      1880-1889     85-89            13740.69        13219.52        26960.20
CHE      1880-1889     90-94             2114.61         1988.79         4103.41
CHE      1880-1889     95-99              154.39          130.74          285.13
CHE      1880-1889    100-104               1.61            2.11            3.72
CHE      1880-1889    105-109               0.00            0.00            0.00
CHE      1880-1889    110+                  0.00            0.00            0.00
CHE      1890-1899        0            383138.91       389927.39       773066.31
CHE      1890-1899      1-4           1354158.60      1360505.35      2714663.95
CHE      1890-1899      5-9           1582271.85      1585910.16      3168182.01
CHE      1890-1899     10-14          1556623.23      1558228.53      3114851.75
CHE      1890-1899     15-19          1516861.63      1503659.88      3020521.52
CHE      1890-1899     20-24          1386557.54      1362622.52      2749180.06
CHE      1890-1899     25-29          1242191.74      1195247.41      2437439.15
CHE      1890-1899     30-34          1121380.33      1063019.00      2184399.33
CHE      1890-1899     35-39           988618.67       931386.17      1920004.83
CHE      1890-1899     40-44           883322.50       823330.33      1706652.83
CHE      1890-1899     45-49           833524.33       759209.00      1592733.33
CHE      1890-1899     50-54           787304.33       702683.83      1489988.17
CHE      1890-1899     55-59           691593.33       605908.33      1297501.67
CHE      1890-1899     60-64           567439.00       491149.50      1058588.50
CHE      1890-1899     65-69           438948.67       376152.67       815101.33
CHE      1890-1899     70-74           290952.00       250159.33       541111.33
CHE      1890-1899     75-79           151037.83       129467.17       280505.00
CHE      1890-1899     80-84            61122.80        51437.56       112560.35
CHE      1890-1899     85-89            16803.29        14020.39        30823.67
CHE      1890-1899     90-94             2818.83         2200.44         5019.27
CHE      1890-1899     95-99              240.36          168.43          408.79
CHE      1890-1899    100-104               0.98            0.00            0.98
CHE      1890-1899    105-109               0.00            0.00            0.00
CHE      1890-1899    110+                  0.00            0.00            0.00
CHE      1900-1909        0            429944.17       438531.22       868475.39
CHE      1900-1909      1-4           1574450.55      1583799.10      3158249.65
CHE      1900-1909      5-9           1827389.89      1832815.84      3660205.73
CHE      1900-1909     10-14          1688229.04      1693719.75      3381948.79
CHE      1900-1909     15-19          1600595.53      1599865.49      3200461.02
CHE      1900-1909     20-24          1540300.42      1526542.89      3066843.31
CHE      1900-1909     25-29          1459746.21      1450750.95      2910497.17
CHE      1900-1909     30-34          1310710.67      1308083.85      2618794.52
CHE      1900-1909     35-39          1161806.33      1140678.53      2302484.86
CHE      1900-1909     40-44          1044841.83       997756.67      2042598.50
CHE      1900-1909     45-49           910500.67       844644.67      1755145.33
CHE      1900-1909     50-54           791706.33       709630.33      1501336.67
CHE      1900-1909     55-59           717557.50       620316.17      1337873.67
CHE      1900-1909     60-64           627694.33       527410.00      1155104.33
CHE      1900-1909     65-69           485853.83       402058.33       887912.17
CHE      1900-1909     70-74           327158.83       269388.00       596546.83
CHE      1900-1909     75-79           184424.83       152507.17       336932.00
CHE      1900-1909     80-84            78734.30        63265.08       141999.38
CHE      1900-1909     85-89            21524.01        16604.38        38128.39
CHE      1900-1909     90-94             3496.97         2484.39         5981.35
