Death rates (period 5x10), 	Last modified: 05 Aug 2025; Methods Protocol: v6 (2017) 

PopName    Year          Age             Female            Male           Total
AUS      1940-1949    100-104           0.629727        0.727654        0.669812
AUS      1940-1949    105-109           2.314185        1.563025        1.795430
AUS      1940-1949    110+                    .        2.112676        2.112676
AUS      1950-1959        0             0.020416        0.025774        0.023158
AUS      1950-1959      1-4             0.001294        0.001600        0.001450
AUS      1950-1959      5-9             0.000465        0.000660        0.000564
AUS      1950-1959     10-14            0.000390        0.000599        0.000497
AUS      1950-1959     15-19            0.000566        0.001457        0.001022
AUS      1950-1959     20-24            0.000703        0.001902        0.001325
AUS      1950-1959     25-29            0.000860        0.001660        0.001277
AUS      1950-1959     30-34            0.001158        0.001846        0.001513
AUS      1950-1959     35-39            0.001735        0.002434        0.002091
AUS      1950-1959     40-44            0.002602        0.003674        0.003153
AUS      1950-1959     45-49            0.004162        0.006135        0.005191
AUS      1950-1959     50-54            0.006279        0.010426        0.008406
AUS      1950-1959     55-59            0.009250        0.017213        0.013154
AUS      1950-1959     60-64            0.014625        0.027101        0.020572
AUS      1950-1959     65-69            0.023987        0.042149        0.032494
AUS      1950-1959     70-74            0.040508        0.064285        0.051241
AUS      1950-1959     75-79            0.069443        0.099040        0.082108
AUS      1950-1959     80-84            0.109999        0.141572        0.122759
AUS      1950-1959     85-89            0.182791        0.221998        0.197899
AUS      1950-1959     90-94            0.265912        0.301823        0.278819
AUS      1950-1959     95-99            0.400781        0.429576        0.410579
AUS      1950-1959    100-104           0.562943        0.614752        0.581451
AUS      1950-1959    105-109           1.851240        3.176471        2.178423
AUS      1950-1959    110+                    .              .              .
AUS      1960-1969        0             0.016857        0.021608        0.019293
AUS      1960-1969      1-4             0.000902        0.001053        0.000979
AUS      1960-1969      5-9             0.000363        0.000485        0.000425
AUS      1960-1969     10-14            0.000276        0.000488        0.000385
AUS      1960-1969     15-19            0.000533        0.001295        0.000923
AUS      1960-1969     20-24            0.000603        0.001695        0.001163
AUS      1960-1969     25-29            0.000697        0.001460        0.001092
AUS      1960-1969     30-34            0.000944        0.001677        0.001324
AUS      1960-1969     35-39            0.001504        0.002354        0.001944
AUS      1960-1969     40-44            0.002304        0.003759        0.003048
AUS      1960-1969     45-49            0.003729        0.006171        0.004967
AUS      1960-1969     50-54            0.005729        0.010315        0.008062
AUS      1960-1969     55-59            0.008472        0.016942        0.012777
AUS      1960-1969     60-64            0.013577        0.027534        0.020389
AUS      1960-1969     65-69            0.021928        0.042982        0.031465
AUS      1960-1969     70-74            0.037198        0.065359        0.049214
AUS      1960-1969     75-79            0.063352        0.099049        0.077868
AUS      1960-1969     80-84            0.101269        0.139862        0.115726
AUS      1960-1969     85-89            0.165183        0.215046        0.182089
AUS      1960-1969     90-94            0.250900        0.300615        0.266090
AUS      1960-1969     95-99            0.368023        0.439360        0.387568
AUS      1960-1969    100-104           0.520425        0.545199        0.526711
AUS      1960-1969    105-109           0.487220        0.847316        0.556113
AUS      1960-1969    110+              2.093023              .        2.093023
AUS      1970-1979        0             0.013044        0.017013        0.015075
AUS      1970-1979      1-4             0.000660        0.000855        0.000760
AUS      1970-1979      5-9             0.000285        0.000390        0.000339
AUS      1970-1979     10-14            0.000241        0.000392        0.000318
AUS      1970-1979     15-19            0.000538        0.001483        0.001020
AUS      1970-1979     20-24            0.000548        0.001761        0.001164
AUS      1970-1979     25-29            0.000562        0.001339        0.000958
AUS      1970-1979     30-34            0.000771        0.001409        0.001099
AUS      1970-1979     35-39            0.001225        0.002037        0.001642
AUS      1970-1979     40-44            0.001990        0.003254        0.002642
AUS      1970-1979     45-49            0.003279        0.005713        0.004530
AUS      1970-1979     50-54            0.005015        0.009303        0.007183
AUS      1970-1979     55-59            0.007623        0.015209        0.011377
AUS      1970-1979     60-64            0.011851        0.024469        0.017936
AUS      1970-1979     65-69            0.018643        0.038225        0.027820
AUS      1970-1979     70-74            0.031479        0.058940        0.043466
AUS      1970-1979     75-79            0.054414        0.091951        0.068900
AUS      1970-1979     80-84            0.090441        0.135346        0.105666
AUS      1970-1979     85-89            0.149480        0.202087        0.165571
AUS      1970-1979     90-94            0.224517        0.282872        0.239956
AUS      1970-1979     95-99            0.341328        0.393622        0.353124
AUS      1970-1979    100-104           0.475302        0.471023        0.474381
AUS      1970-1979    105-109           0.535236        0.689061        0.569116
AUS      1970-1979    110+              0.000000              .        0.000000
AUS      1980-1989        0             0.008325        0.010640        0.009511
AUS      1980-1989      1-4             0.000427        0.000558        0.000494
AUS      1980-1989      5-9             0.000184        0.000272        0.000229
AUS      1980-1989     10-14            0.000172        0.000303        0.000239
AUS      1980-1989     15-19            0.000409        0.001116        0.000770
AUS      1980-1989     20-24            0.000497        0.001522        0.001018
AUS      1980-1989     25-29            0.000490        0.001355        0.000927
AUS      1980-1989     30-34            0.000573        0.001298        0.000938
AUS      1980-1989     35-39            0.000831        0.001522        0.001181
AUS      1980-1989     40-44            0.001350        0.002303        0.001838
AUS      1980-1989     45-49            0.002291        0.003849        0.003091
AUS      1980-1989     50-54            0.003730        0.006813        0.005307
AUS      1980-1989     55-59            0.005856        0.011546        0.008727
AUS      1980-1989     60-64            0.009239        0.018523        0.013752
AUS      1980-1989     65-69            0.014890        0.029874        0.021886
AUS      1980-1989     70-74            0.024978        0.047875        0.035091
AUS      1980-1989     75-79            0.042486        0.075757        0.056056
AUS      1980-1989     80-84            0.075046        0.117632        0.090018
AUS      1980-1989     85-89            0.128225        0.180386        0.143087
AUS      1980-1989     90-94            0.206158        0.268569        0.220616
AUS      1980-1989     95-99            0.313299        0.374219        0.325329
AUS      1980-1989    100-104           0.426985        0.478112        0.435268
AUS      1980-1989    105-109           0.611701        0.631987        0.614714
AUS      1980-1989    110+              0.680787        2.173913        0.882930
AUS      1990-1999        0             0.005456        0.006837        0.006165
AUS      1990-1999      1-4             0.000314        0.000396        0.000356
AUS      1990-1999      5-9             0.000133        0.000175        0.000155
AUS      1990-1999     10-14            0.000151        0.000200        0.000177
AUS      1990-1999     15-19            0.000341        0.000819        0.000586
AUS      1990-1999     20-24            0.000404        0.001237        0.000826
AUS      1990-1999     25-29            0.000431        0.001283        0.000858
AUS      1990-1999     30-34            0.000543        0.001382        0.000962
AUS      1990-1999     35-39            0.000749        0.001522        0.001135
AUS      1990-1999     40-44            0.001097        0.001943        0.001521
AUS      1990-1999     45-49            0.001724        0.002785        0.002261
AUS      1990-1999     50-54            0.002801        0.004552        0.003694
AUS      1990-1999     55-59            0.004468        0.007774        0.006144
AUS      1990-1999     60-64            0.007224        0.013576        0.010391
AUS      1990-1999     65-69            0.011880        0.022707        0.017120
AUS      1990-1999     70-74            0.020056        0.036775        0.027690
AUS      1990-1999     75-79            0.035031        0.060012        0.045543
AUS      1990-1999     80-84            0.062896        0.100011        0.076611
AUS      1990-1999     85-89            0.111615        0.159817        0.126720
AUS      1990-1999     90-94            0.190623        0.248022        0.204814
AUS      1990-1999     95-99            0.305642        0.370233        0.317395
AUS      1990-1999    100-104           0.427682        0.474895        0.434268
AUS      1990-1999    105-109           0.672505        0.724126        0.678923
AUS      1990-1999    110+              1.384083              .        1.384083
AUS      2000-2009        0             0.004224        0.005197        0.004723
AUS      2000-2009      1-4             0.000206        0.000266        0.000237
AUS      2000-2009      5-9             0.000095        0.000125        0.000111
AUS      2000-2009     10-14            0.000099        0.000136        0.000118
AUS      2000-2009     15-19            0.000260        0.000566        0.000417
AUS      2000-2009     20-24            0.000309        0.000845        0.000583
AUS      2000-2009     25-29            0.000361        0.000962        0.000663
AUS      2000-2009     30-34            0.000455        0.001099        0.000775
AUS      2000-2009     35-39            0.000661        0.001282        0.000970
AUS      2000-2009     40-44            0.000973        0.001712        0.001340
AUS      2000-2009     45-49            0.001513        0.002465        0.001985
AUS      2000-2009     50-54            0.002249        0.003611        0.002928
AUS      2000-2009     55-59            0.003437        0.005661        0.004554
AUS      2000-2009     60-64            0.005450        0.009205        0.007336
AUS      2000-2009     65-69            0.008794        0.015354        0.012034
AUS      2000-2009     70-74            0.015010        0.026005        0.020282
AUS      2000-2009     75-79            0.026886        0.044876        0.034989
AUS      2000-2009     80-84            0.051269        0.078274        0.062109
AUS      2000-2009     85-89            0.097670        0.136968        0.111066
AUS      2000-2009     90-94            0.179189        0.228733        0.192777
AUS      2000-2009     95-99            0.294484        0.357045        0.307575
AUS      2000-2009    100-104           0.457367        0.514877        0.466408
AUS      2000-2009    105-109           0.650614        0.833066        0.669364
AUS      2000-2009    110+              1.793010              .        1.793010
AUS      2010-2019        0             0.003116        0.003714        0.003423
AUS      2010-2019      1-4             0.000143        0.000174        0.000159
AUS      2010-2019      5-9             0.000073        0.000092        0.000083
AUS      2010-2019     10-14            0.000079        0.000106        0.000093
AUS      2010-2019     15-19            0.000212        0.000409        0.000313
AUS      2010-2019     20-24            0.000240        0.000604        0.000426
AUS      2010-2019     25-29            0.000279        0.000680        0.000481
AUS      2010-2019     30-34            0.000394        0.000844        0.000618
AUS      2010-2019     35-39            0.000599        0.001127        0.000862
AUS      2010-2019     40-44            0.000903        0.001552        0.001225
AUS      2010-2019     45-49            0.001368        0.002275        0.001815
AUS      2010-2019     50-54            0.002068        0.003338        0.002695
AUS      2010-2019     55-59            0.003048        0.005085        0.004051
AUS      2010-2019     60-64            0.004595        0.007771        0.006157
AUS      2010-2019     65-69            0.007129        0.011969        0.009517
AUS      2010-2019     70-74            0.012166        0.019502        0.015759
AUS      2010-2019     75-79            0.021850        0.033884        0.027524
AUS      2010-2019     80-84            0.043008        0.062457        0.051597
AUS      2010-2019     85-89            0.086563        0.115595        0.097960
AUS      2010-2019     90-94            0.166328        0.205113        0.178919
AUS      2010-2019     95-99            0.288206        0.341432        0.301413
AUS      2010-2019    100-104           0.462407        0.517224        0.472086
AUS      2010-2019    105-109           0.666954        0.787345        0.681775
AUS      2010-2019    110+              1.552881              .        1.552881
AUS      2020-2021        0             0.002931        0.003435        0.003190
AUS      2020-2021      1-4             0.000118        0.000132        0.000125
AUS      2020-2021      5-9             0.000056        0.000067        0.000062
AUS      2020-2021     10-14            0.000079        0.000102        0.000091
AUS      2020-2021     15-19            0.000198        0.000417        0.000311
AUS      2020-2021     20-24            0.000233        0.000591        0.000417
AUS      2020-2021     25-29            0.000261        0.000687        0.000475
AUS      2020-2021     30-34            0.000359        0.000805        0.000580
AUS      2020-2021     35-39            0.000547        0.000984        0.000764
AUS      2020-2021     40-44            0.000828        0.001410        0.001115
AUS      2020-2021     45-49            0.001293        0.002152        0.001718
AUS      2020-2021     50-54            0.001915        0.003210        0.002552
AUS      2020-2021     55-59            0.002869        0.004861        0.003847
AUS      2020-2021     60-64            0.004303        0.007233        0.005725
AUS      2020-2021     65-69            0.006491        0.010907        0.008623
AUS      2020-2021     70-74            0.011053        0.017708        0.014281
AUS      2020-2021     75-79            0.019434        0.029685        0.024354
AUS      2020-2021     80-84            0.038344        0.054548        0.045747
AUS      2020-2021     85-89            0.076304        0.101460        0.086825
AUS      2020-2021     90-94            0.150339        0.184726        0.162841
AUS      2020-2021     95-99            0.267156        0.311796        0.279716
AUS      2020-2021    100-104           0.424121        0.480665        0.435567
AUS      2020-2021    105-109           0.634392        0.743118        0.648800
AUS      2020-2021    110+              1.385435              .        1.385435
AUT      1947-1949        0             0.073426        0.093216        0.083584
AUT      1947-1949      1-4             0.003580        0.004080        0.003835
AUT      1947-1949      5-9             0.001093        0.001348        0.001223
AUT      1947-1949     10-14            0.000837        0.001095        0.000969
AUT      1947-1949     15-19            0.001440        0.002003        0.001730
AUT      1947-1949     20-24            0.002038        0.002987        0.002481
AUT      1947-1949     25-29            0.002171        0.002979        0.002521
AUT      1947-1949     30-34            0.002555        0.003452        0.002951
AUT      1947-1949     35-39            0.003028        0.004047        0.003486
AUT      1947-1949     40-44            0.003792        0.005313        0.004498
AUT      1947-1949     45-49            0.005347        0.008169        0.006674
AUT      1947-1949     50-54            0.007338        0.012123        0.009471
AUT      1947-1949     55-59            0.010958        0.018244        0.014126
AUT      1947-1949     60-64            0.017526        0.027529        0.021843
AUT      1947-1949     65-69            0.029283        0.041282        0.034447
AUT      1947-1949     70-74            0.050704        0.063428        0.056120
AUT      1947-1949     75-79            0.085030        0.101273        0.091915
AUT      1947-1949     80-84            0.145328        0.159537        0.151134
AUT      1947-1949     85-89            0.217155        0.248642        0.229295
AUT      1947-1949     90-94            0.321815        0.362675        0.335557
AUT      1947-1949     95-99            0.433217        0.408552        0.425639
AUT      1947-1949    100-104           0.629261        0.161189        0.319754
AUT      1947-1949    105-109                 .              .              .
AUT      1947-1949    110+                    .              .              .
AUT      1950-1959        0             0.044089        0.057379        0.050885
AUT      1950-1959      1-4             0.001821        0.002135        0.001982
AUT      1950-1959      5-9             0.000574        0.000798        0.000688
AUT      1950-1959     10-14            0.000446        0.000643        0.000546
AUT      1950-1959     15-19            0.000704        0.001474        0.001097
AUT      1950-1959     20-24            0.001000        0.002291        0.001653
AUT      1950-1959     25-29            0.001182        0.002183        0.001655
AUT      1950-1959     30-34            0.001469        0.002249        0.001809
AUT      1950-1959     35-39            0.001996        0.002837        0.002357
AUT      1950-1959     40-44            0.002885        0.004000        0.003378
AUT      1950-1959     45-49            0.004235        0.006548        0.005288
AUT      1950-1959     50-54            0.006299        0.011138        0.008532
AUT      1950-1959     55-59            0.009336        0.017924        0.013156
AUT      1950-1959     60-64            0.015263        0.027599        0.020479
AUT      1950-1959     65-69            0.026204        0.042349        0.032870
AUT      1950-1959     70-74            0.046405        0.064855        0.053904
AUT      1950-1959     75-79            0.081044        0.101805        0.089331
AUT      1950-1959     80-84            0.135254        0.161321        0.145425
AUT      1950-1959     85-89            0.216962        0.246801        0.228163
AUT      1950-1959     90-94            0.319873        0.360976        0.334011
AUT      1950-1959     95-99            0.454668        0.480736        0.462493
AUT      1950-1959    100-104           0.576703        0.714043        0.616548
AUT      1950-1959    105-109           0.682594        2.112676        1.031814
AUT      1950-1959    110+                    .              .              .
AUT      1960-1969        0             0.026322        0.034278        0.030390
AUT      1960-1969      1-4             0.001074        0.001314        0.001197
AUT      1960-1969      5-9             0.000399        0.000605        0.000504
AUT      1960-1969     10-14            0.000315        0.000480        0.000399
AUT      1960-1969     15-19            0.000497        0.001351        0.000933
AUT      1960-1969     20-24            0.000579        0.001785        0.001195
AUT      1960-1969     25-29            0.000696        0.001771        0.001244
AUT      1960-1969     30-34            0.001021        0.002115        0.001574
AUT      1960-1969     35-39            0.001528        0.002761        0.002112
AUT      1960-1969     40-44            0.002225        0.003818        0.002917
AUT      1960-1969     45-49            0.003502        0.005916        0.004531
AUT      1960-1969     50-54            0.005344        0.009698        0.007239
AUT      1960-1969     55-59            0.008127        0.016548        0.011861
AUT      1960-1969     60-64            0.013346        0.028104        0.019818
AUT      1960-1969     65-69            0.022890        0.044379        0.031688
AUT      1960-1969     70-74            0.041045        0.067026        0.050843
AUT      1960-1969     75-79            0.071892        0.101215        0.082435
AUT      1960-1969     80-84            0.125047        0.157503        0.136282
AUT      1960-1969     85-89            0.200715        0.236327        0.212529
AUT      1960-1969     90-94            0.306473        0.350064        0.319968
AUT      1960-1969     95-99            0.424272        0.469429        0.436928
AUT      1960-1969    100-104           0.596305        0.572732        0.590829
AUT      1960-1969    105-109           0.738689        1.052632        0.820232
AUT      1960-1969    110+                    .              .              .
AUT      1970-1979        0             0.018330        0.024248        0.021364
AUT      1970-1979      1-4             0.000709        0.000921        0.000818
AUT      1970-1979      5-9             0.000299        0.000478        0.000391
AUT      1970-1979     10-14            0.000255        0.000434        0.000346
AUT      1970-1979     15-19            0.000550        0.001634        0.001101
AUT      1970-1979     20-24            0.000533        0.001902        0.001225
AUT      1970-1979     25-29            0.000599        0.001652        0.001136
AUT      1970-1979     30-34            0.000850        0.001914        0.001393
AUT      1970-1979     35-39            0.001232        0.002619        0.001939
AUT      1970-1979     40-44            0.001967        0.004189        0.003088
AUT      1970-1979     45-49            0.003170        0.006355        0.004664
AUT      1970-1979     50-54            0.004754        0.009574        0.006816
AUT      1970-1979     55-59            0.007258        0.015053        0.010493
AUT      1970-1979     60-64            0.011891        0.024547        0.017150
AUT      1970-1979     65-69            0.020125        0.040429        0.028423
AUT      1970-1979     70-74            0.036232        0.064990        0.047335
AUT      1970-1979     75-79            0.065463        0.100865        0.077593
AUT      1970-1979     80-84            0.116166        0.155139        0.127881
AUT      1970-1979     85-89            0.192262        0.232068        0.203454
AUT      1970-1979     90-94            0.298367        0.346005        0.311037
AUT      1970-1979     95-99            0.422825        0.460327        0.432167
AUT      1970-1979    100-104           0.577550        0.603162        0.583773
AUT      1970-1979    105-109           0.783006        0.447094        0.673072
AUT      1970-1979    110+                    .              .              .
AUT      1980-1989        0             0.009553        0.012692        0.011159
AUT      1980-1989      1-4             0.000436        0.000563        0.000501
AUT      1980-1989      5-9             0.000200        0.000289        0.000246
AUT      1980-1989     10-14            0.000184        0.000292        0.000239
AUT      1980-1989     15-19            0.000423        0.001311        0.000875
AUT      1980-1989     20-24            0.000441        0.001593        0.001024
AUT      1980-1989     25-29            0.000469        0.001436        0.000956
AUT      1980-1989     30-34            0.000683        0.001620        0.001154
AUT      1980-1989     35-39            0.001131        0.002258        0.001698
AUT      1980-1989     40-44            0.001702        0.003543        0.002629
AUT      1980-1989     45-49            0.002570        0.005402        0.003989
AUT      1980-1989     50-54            0.003941        0.008964        0.006415
AUT      1980-1989     55-59            0.006075        0.013870        0.009608
AUT      1980-1989     60-64            0.009585        0.020763        0.014130
AUT      1980-1989     65-69            0.015907        0.032309        0.022226
AUT      1980-1989     70-74            0.029076        0.053312        0.038071
AUT      1980-1989     75-79            0.053505        0.085644        0.064603
AUT      1980-1989     80-84            0.098772        0.139200        0.111021
AUT      1980-1989     85-89            0.170574        0.213099        0.181394
AUT      1980-1989     90-94            0.269100        0.310555        0.278293
AUT      1980-1989     95-99            0.398890        0.438493        0.407016
AUT      1980-1989    100-104           0.547788        0.604465        0.558518
AUT      1980-1989    105-109           0.730964        0.941176        0.774194
AUT      1980-1989    110+                    .              .              .
AUT      1990-1999        0             0.005475        0.006593        0.006049
AUT      1990-1999      1-4             0.000296        0.000368        0.000333
AUT      1990-1999      5-9             0.000133        0.000165        0.000150
AUT      1990-1999     10-14            0.000129        0.000190        0.000160
AUT      1990-1999     15-19            0.000325        0.000958        0.000648
AUT      1990-1999     20-24            0.000349        0.001295        0.000826
AUT      1990-1999     25-29            0.000368        0.001099        0.000739
AUT      1990-1999     30-34            0.000526        0.001231        0.000885
AUT      1990-1999     35-39            0.000808        0.001737        0.001279
AUT      1990-1999     40-44            0.001364        0.002755        0.002063
AUT      1990-1999     45-49            0.002256        0.004461        0.003359
AUT      1990-1999     50-54            0.003319        0.006876        0.005082
AUT      1990-1999     55-59            0.004785        0.010433        0.007541
AUT      1990-1999     60-64            0.007575        0.017493        0.012247
AUT      1990-1999     65-69            0.012764        0.027361        0.018958
AUT      1990-1999     70-74            0.021769        0.041262        0.028959
AUT      1990-1999     75-79            0.040222        0.068037        0.049507
AUT      1990-1999     80-84            0.079213        0.114274        0.089823
AUT      1990-1999     85-89            0.141943        0.182789        0.152764
AUT      1990-1999     90-94            0.238014        0.286049        0.248579
AUT      1990-1999     95-99            0.364742        0.416158        0.373791
AUT      1990-1999    100-104           0.515170        0.602914        0.527690
AUT      1990-1999    105-109           0.559006        0.827586        0.581197
AUT      1990-1999    110+              0.130435              .        0.130435
AUT      2000-2009        0             0.003663        0.004667        0.004178
AUT      2000-2009      1-4             0.000194        0.000224        0.000209
AUT      2000-2009      5-9             0.000088        0.000117        0.000103
AUT      2000-2009     10-14            0.000109        0.000131        0.000120
AUT      2000-2009     15-19            0.000287        0.000703        0.000500
AUT      2000-2009     20-24            0.000286        0.000917        0.000605
AUT      2000-2009     25-29            0.000284        0.000820        0.000553
AUT      2000-2009     30-34            0.000378        0.000877        0.000628
AUT      2000-2009     35-39            0.000581        0.001213        0.000900
AUT      2000-2009     40-44            0.000990        0.001873        0.001437
AUT      2000-2009     45-49            0.001658        0.003201        0.002432
AUT      2000-2009     50-54            0.002733        0.005449        0.004081
AUT      2000-2009     55-59            0.004183        0.008667        0.006380
AUT      2000-2009     60-64            0.006060        0.012782        0.009294
AUT      2000-2009     65-69            0.009265        0.019168        0.013891
AUT      2000-2009     70-74            0.016260        0.031388        0.022901
AUT      2000-2009     75-79            0.031012        0.052035        0.039013
AUT      2000-2009     80-84            0.060081        0.087940        0.068820
AUT      2000-2009     85-89            0.118828        0.151868        0.127671
AUT      2000-2009     90-94            0.216200        0.257199        0.225606
AUT      2000-2009     95-99            0.342865        0.379404        0.349830
AUT      2000-2009    100-104           0.485474        0.542882        0.493529
AUT      2000-2009    105-109           0.629185        1.166667        0.663513
AUT      2000-2009    110+              4.800000        6.000000        5.000000
AUT      2010-2019        0             0.002880        0.003493        0.003196
AUT      2010-2019      1-4             0.000133        0.000183        0.000159
AUT      2010-2019      5-9             0.000077        0.000081        0.000079
AUT      2010-2019     10-14            0.000085        0.000106        0.000096
AUT      2010-2019     15-19            0.000176        0.000417        0.000300
AUT      2010-2019     20-24            0.000200        0.000602        0.000405
AUT      2010-2019     25-29            0.000250        0.000597        0.000426
AUT      2010-2019     30-34            0.000326        0.000693        0.000511
AUT      2010-2019     35-39            0.000481        0.000927        0.000704
AUT      2010-2019     40-44            0.000797        0.001409        0.001102
AUT      2010-2019     45-49            0.001333        0.002408        0.001873
AUT      2010-2019     50-54            0.002159        0.004018        0.003091
AUT      2010-2019     55-59            0.003470        0.006779        0.005104
AUT      2010-2019     60-64            0.005697        0.011198        0.008356
AUT      2010-2019     65-69            0.009001        0.017477        0.012997
AUT      2010-2019     70-74            0.013942        0.025727        0.019331
AUT      2010-2019     75-79            0.023539        0.040142        0.030751
AUT      2010-2019     80-84            0.049335        0.072933        0.058590
AUT      2010-2019     85-89            0.102677        0.132797        0.112384
AUT      2010-2019     90-94            0.192979        0.228487        0.201876
AUT      2010-2019     95-99            0.323639        0.374323        0.333540
AUT      2010-2019    100-104           0.486142        0.533951        0.493608
AUT      2010-2019    105-109           0.655298        0.824591        0.676702
AUT      2010-2019    110+              1.354839              .        1.354839
AUT      2020-2023        0             0.002649        0.002950        0.002804
AUT      2020-2023      1-4             0.000104        0.000148        0.000126
AUT      2020-2023      5-9             0.000068        0.000068        0.000068
AUT      2020-2023     10-14            0.000071        0.000109        0.000091
AUT      2020-2023     15-19            0.000219        0.000404        0.000314
AUT      2020-2023     20-24            0.000197        0.000530        0.000369
AUT      2020-2023     25-29            0.000226        0.000520        0.000378
AUT      2020-2023     30-34            0.000320        0.000692        0.000510
AUT      2020-2023     35-39            0.000489        0.000949        0.000721
AUT      2020-2023     40-44            0.000697        0.001394        0.001047
AUT      2020-2023     45-49            0.001178        0.002131        0.001650
AUT      2020-2023     50-54            0.001887        0.003547        0.002714
AUT      2020-2023     55-59            0.003005        0.006013        0.004507
AUT      2020-2023     60-64            0.005287        0.010393        0.007795
AUT      2020-2023     65-69            0.008653        0.016655        0.012449
AUT      2020-2023     70-74            0.014769        0.026904        0.020345
AUT      2020-2023     75-79            0.025745        0.043184        0.033395
AUT      2020-2023     80-84            0.045721        0.069045        0.055435
AUT      2020-2023     85-89            0.101192        0.134396        0.113385
AUT      2020-2023     90-94            0.200873        0.241629        0.213450
AUT      2020-2023     95-99            0.337208        0.390863        0.348918
AUT      2020-2023    100-104           0.495002        0.603442        0.510247
AUT      2020-2023    105-109           0.665669        0.865305        0.681742
AUT      2020-2023    110+              1.020408              .        1.020408
BEL      1841-1849        0             0.153165        0.187178        0.170422
BEL      1841-1849      1-4             0.041614        0.040310        0.040957
BEL      1841-1849      5-9             0.012050        0.010168        0.011096
